x, ell
0.000000000000000000e+00,6.286511004675743308e+00
5.000000000000000000e+00,6.355661696905392510e+00
1.000000000000000000e+01,6.426099982440263148e+00
1.500000000000000000e+01,6.497852130977582519e+00
2.000000000000000000e+01,6.570945045751342306e+00
2.500000000000000000e+01,6.645406279967462027e+00
3.000000000000000000e+01,6.721264053705292341e+00
3.500000000000000000e+01,6.798547271299183237e+00
4.000000000000000000e+01,6.877285539214314625e+00
4.500000000000000000e+01,6.957509184431372340e+00
5.000000000000000000e+01,7.039249273355090430e+00
5.500000000000000000e+01,7.122537631262166435e+00
6.000000000000000000e+01,7.207406862304440942e+00
6.500000000000000000e+01,7.293890370083805585e+00
7.000000000000000000e+01,7.382022378815688235e+00
7.500000000000000000e+01,7.471837955098511230e+00
8.000000000000000000e+01,7.563373030307041667e+00
8.500000000000000000e+01,7.656664423628031457e+00
9.000000000000000000e+01,7.751749865757070701e+00
9.500000000000000000e+01,7.848668023276206718e+00
1.000000000000000000e+02,7.947458523732296776e+00
1.050000000000000000e+02,8.048161981436813051e+00
1.100000000000000000e+02,8.150820024008172737e+00
1.150000000000000000e+02,8.255475319678479806e+00
1.200000000000000000e+02,8.362171605387041851e+00
1.250000000000000000e+02,8.470953715683638308e+00
1.300000000000000000e+02,8.581867612465218897e+00
1.350000000000000000e+02,8.694960415570252010e+00
1.400000000000000000e+02,8.810280434255663096e+00
1.450000000000000000e+02,8.927877199581914169e+00
1.500000000000000000e+02,9.047801497732439913e+00
1.550000000000000000e+02,9.170105404294373486e+00
1.600000000000000000e+02,9.294842319528033414e+00
1.650000000000000000e+02,9.422067004653541744e+00
1.700000000000000000e+02,9.551835619183394854e+00
1.750000000000000000e+02,9.684205759330637875e+00
1.800000000000000000e+02,9.819236497522938478e+00
1.850000000000000000e+02,9.956988423053516613e+00
1.900000000000000000e+02,1.009752368390056709e+01
1.950000000000000000e+02,1.024090602974755804e+01
2.000000000000000000e+02,1.038720085623727662e+01
2.050000000000000000e+02,1.053647525049333744e+01
2.100000000000000000e+02,1.068879803794334471e+01
2.150000000000000000e+02,1.084423983047862272e+01
2.200000000000000000e+02,1.100287307598589237e+01
2.250000000000000000e+02,1.116477210928698582e+01
2.300000000000000000e+02,1.133001320452300220e+01
2.350000000000000000e+02,1.149867462902001058e+01
2.400000000000000000e+02,1.167083669867365181e+01
2.450000000000000000e+02,1.184658183489051098e+01
2.500000000000000000e+02,1.202599462312429779e+01
2.550000000000000000e+02,1.220916187304528400e+01
2.600000000000000000e+02,1.239617268038144005e+01
2.650000000000000000e+02,1.258711849046993692e+01
2.700000000000000000e+02,1.278209316355755476e+01
2.750000000000000000e+02,1.298119304188835521e+01
2.800000000000000000e+02,1.318451701861688896e+01
2.850000000000000000e+02,1.339216660858450680e+01
2.900000000000000000e+02,1.360424602099604385e+01
2.950000000000000000e+02,1.382086223403317327e+01
3.000000000000000000e+02,1.404212507143988198e+01
3.050000000000000000e+02,1.426814728111434860e+01
3.100000000000000000e+02,1.449904461573992442e+01
3.150000000000000000e+02,1.473493591548646720e+01
3.200000000000000000e+02,1.497594319281108177e+01
3.250000000000000000e+02,1.522219171938508886e+01
3.300000000000000000e+02,1.547381011517133054e+01
3.350000000000000000e+02,1.573093043967284821e+01
3.400000000000000000e+02,1.599368828537039278e+01
3.450000000000000000e+02,1.626222287336234729e+01
3.500000000000000000e+02,1.653667715121583370e+01
3.550000000000000000e+02,1.681719789303300061e+01
3.600000000000000000e+02,1.710393580173037620e+01
3.650000000000000000e+02,1.739704561352290568e+01
3.700000000000000000e+02,1.769668620459703234e+01
3.750000000000000000e+02,1.800302069994894083e+01
3.800000000000000000e+02,1.831621658435539857e+01
3.850000000000000000e+02,1.863644581543417189e+01
3.900000000000000000e+02,1.896388493874038517e+01
