x, ell
0.000000000000000000e+00,2.387888251090536684e+01
4.000000000000000000e+00,2.387895255844454923e+01
8.000000000000000000e+00,2.387909265413874138e+01
1.200000000000000000e+01,2.387930279921960874e+01
1.600000000000000000e+01,2.387958299553467256e+01
2.000000000000000000e+01,2.387993324554735253e+01
2.400000000000000000e+01,2.388035355233696322e+01
2.800000000000000000e+01,2.388084391959879227e+01
3.200000000000000000e+01,2.388140435164414299e+01
3.600000000000000000e+01,2.388203485340041254e+01
4.000000000000000000e+01,2.388273543041113811e+01
4.400000000000000000e+01,2.388350608883610349e+01
4.800000000000000000e+01,2.388434683545140302e+01
5.200000000000000000e+01,2.388525767764958019e+01
5.600000000000000000e+01,2.388623862343966309e+01
6.000000000000000000e+01,2.388728968144738829e+01
6.400000000000000000e+01,2.388841086091521859e+01
6.800000000000000000e+01,2.388960217170258105e+01
7.200000000000000000e+01,2.389086362428590604e+01
7.600000000000000000e+01,2.389219522975884757e+01
8.000000000000000000e+01,2.389359699983244667e+01
8.400000000000000000e+01,2.389506894683526639e+01
8.800000000000000000e+01,2.389661108371362630e+01
9.200000000000000000e+01,2.389822342403171263e+01
9.600000000000000000e+01,2.389990598197187310e+01
1.000000000000000000e+02,2.390165877233472003e+01
1.040000000000000000e+02,2.390348181053946419e+01
1.080000000000000000e+02,2.390537511262403214e+01
1.120000000000000000e+02,2.390733869524535748e+01
1.160000000000000000e+02,2.390937257567962249e+01
1.200000000000000000e+02,2.391147677182250320e+01
1.240000000000000000e+02,2.391365130218942880e+01
1.280000000000000000e+02,2.391589618591586586e+01
1.320000000000000000e+02,2.391821144275755984e+01
1.360000000000000000e+02,2.392059709309089044e+01
1.400000000000000000e+02,2.392305315791309894e+01
1.440000000000000000e+02,2.392557965884267190e+01
1.480000000000000000e+02,2.392817661811956853e+01
1.520000000000000000e+02,2.393084405860563990e+01
1.560000000000000000e+02,2.393358200378489187e+01
1.600000000000000000e+02,2.393639047776385098e+01
1.640000000000000000e+02,2.393926950527196595e+01
1.680000000000000000e+02,2.394221911166185990e+01
