x, ell
0.000000000000000000e+00,8.124977520658754671e+00
1.000000000000000000e+00,8.151833209397892688e+00
2.000000000000000000e+00,8.178821455076507263e+00
3.000000000000000000e+00,8.205943010622990030e+00
4.000000000000000000e+00,8.233198633842830461e+00
5.000000000000000000e+00,8.260589087453290347e+00
6.000000000000000000e+00,8.288115139118360730e+00
7.000000000000000000e+00,8.315777561483981728e+00
8.000000000000000000e+00,8.343577132213559011e+00
9.000000000000000000e+00,8.371514634023684565e+00
1.000000000000000000e+01,8.399590854720234034e+00
1.100000000000000000e+01,8.427806587234648816e+00
1.200000000000000000e+01,8.456162629660573415e+00
1.300000000000000000e+01,8.484659785290732614e+00
1.400000000000000000e+01,8.513298862654091081e+00
1.500000000000000000e+01,8.542080675553343383e+00
1.600000000000000000e+01,8.571006043102650906e+00
1.700000000000000000e+01,8.600075789765700307e+00
1.800000000000000000e+01,8.629290745394033735e+00
1.900000000000000000e+01,8.658651745265695254e+00
2.000000000000000000e+01,8.688159630124184574e+00
2.100000000000000000e+01,8.717815246217677227e+00
2.200000000000000000e+01,8.747619445338594701e+00
2.300000000000000000e+01,8.777573084863453445e+00
2.400000000000000000e+01,8.807677027793042512e+00
2.500000000000000000e+01,8.837932142792878309e+00
2.600000000000000000e+01,8.868339304234053699e+00
2.700000000000000000e+01,8.898899392234300265e+00
2.800000000000000000e+01,8.929613292699459137e+00
2.900000000000000000e+01,8.960481897365228932e+00
3.000000000000000000e+01,8.991506103839258301e+00
3.100000000000000000e+01,9.022686815643556457e+00
3.200000000000000000e+01,9.054024942257258957e+00
3.300000000000000000e+01,9.085521399159690148e+00
3.400000000000000000e+01,9.117177107873791542e+00
3.500000000000000000e+01,9.148992996009903678e+00
3.600000000000000000e+01,9.180969997309844643e+00
3.700000000000000000e+01,9.213109051691358076e+00
3.800000000000000000e+01,9.245411105292955511e+00
3.900000000000000000e+01,9.277877110519010984e+00
4.000000000000000000e+01,9.310508026085321021e+00
4.100000000000000000e+01,9.343304817064938206e+00
4.200000000000000000e+01,9.376268454934406194e+00
4.300000000000000000e+01,9.409399917620348219e+00
4.400000000000000000e+01,9.442700189546433975e+00
4.500000000000000000e+01,9.476170261680692875e+00
4.600000000000000000e+01,9.509811131583230548e+00
4.700000000000000000e+01,9.543623803454289956e+00
4.800000000000000000e+01,9.577609288182717506e+00
4.900000000000000000e+01,9.611768603394802213e+00
5.000000000000000000e+01,9.646102773503507422e+00
5.100000000000000000e+01,9.680612829758070248e+00
5.200000000000000000e+01,9.715299810294025562e+00
5.300000000000000000e+01,9.750164760183592350e+00
5.400000000000000000e+01,9.785208731486500611e+00
5.500000000000000000e+01,9.820432783301166424e+00
5.600000000000000000e+01,9.855837981816332416e+00
5.700000000000000000e+01,9.891425400363074161e+00
5.800000000000000000e+01,9.927196119467229352e+00
5.900000000000000000e+01,9.963151226902263957e+00
6.000000000000000000e+01,9.999291817742525623e+00
6.100000000000000000e+01,1.003561899441695360e+01
6.200000000000000000e+01,1.007213386676318656e+01
6.300000000000000000e+01,1.010883755208212520e+01
6.400000000000000000e+01,1.014573117519290335e+01
6.500000000000000000e+01,1.018281586848833875e+01
6.600000000000000000e+01,1.022009277199077815e+01
6.700000000000000000e+01,1.025756303340840425e+01
6.800000000000000000e+01,1.029522780819202765e+01
6.900000000000000000e+01,1.033308825959226773e+01
