x, current_density, J_max, J_min
0.000000000000000000e+00,1.095740479786464386e+11,1.436349024907692566e+11,2.923518477048280640e+11
5.000000000000000000e+00,1.033031174598913269e+11,1.312398033585936279e+11,2.432933583934868469e+11
1.000000000000000000e+01,1.013177490185912476e+11,1.199143501121478729e+11,2.024671939072000122e+11
1.500000000000000000e+01,1.027003530467800598e+11,1.095662367271994781e+11,1.684919180668975525e+11
2.000000000000000000e+01,1.064450315264666138e+11,1.001111228083500061e+11,1.402179084226076660e+11
2.500000000000000000e+01,1.111423792125062866e+11,9.147194618815039062e+10,1.166884564433803711e+11
3.000000000000000000e+01,1.148263821711312256e+11,8.357829484607479858e+10,9.710739534140209961e+10
3.500000000000000000e+01,1.153242711200962219e+11,7.636583302829428101e+10,8.081216015199342346e+10
4.000000000000000000e+01,1.112054606505073853e+11,6.977577689094487000e+10,6.725136850259112549e+10
4.500000000000000000e+01,1.026308068901947632e+11,6.375441539321689606e+10,5.596616347050759888e+10
5.000000000000000000e+01,9.116704501640325928e+10,5.825267253539296722e+10,4.657468722717367554e+10
5.500000000000000000e+01,7.875126621964564514e+10,5.322570737393604279e+10,3.875916010308897400e+10
6.000000000000000000e+01,6.683263710133703613e+10,4.863254855362419128e+10,3.225512786740505981e+10
6.500000000000000000e+01,5.568347326965119171e+10,4.443576037805347443e+10,2.684251338201044464e+10
7.000000000000000000e+01,4.633943425171067047e+10,4.060113769687769318e+10,2.233816984466276932e+10
7.500000000000000000e+01,3.856338408292086029e+10,3.709742712302011108e+10,1.858968364502785873e+10
8.000000000000000000e+01,3.209220431671486664e+10,3.389607230768860245e+10,1.547021714067522812e+10
8.500000000000000000e+01,2.670692944610905838e+10,3.097098119710569763e+10,1.287421684788347435e+10
9.000000000000000000e+01,2.222533776116941452e+10,2.829831337402179718e+10,1.071384182517637253e+10
9.500000000000000000e+01,1.849578550745859528e+10,2.585628575077811432e+10,8.915991396693733215e+09
1.000000000000000000e+02,1.539207571169508362e+10,2.362499503025597763e+10,7.419831642381752968e+09
1.050000000000000000e+02,1.280918805092193604e+10,2.158625548771340179e+10,6.174736958775531769e+09
1.100000000000000000e+02,1.065972527663796234e+10,1.972345075137939835e+10,5.138577038902958870e+09
1.150000000000000000e+02,8.870955951436422348e+09,1.802139837377122879e+10,4.276291307796353340e+09
1.200000000000000000e+02,7.382353433140730858e+09,1.646622608994781494e+10,3.558702576742664337e+09
1.250000000000000000e+02,6.143547832968328476e+09,1.504525875416509247e+10,2.961529773854685307e+09
1.300000000000000000e+02,5.112621648068735123e+09,1.374691503343124390e+10,2.464566344697368622e+09
1.350000000000000000e+02,4.254691397701992989e+09,1.256061301598164749e+10,2.050996522486080170e+09
1.400000000000000000e+02,3.540727269837661743e+09,1.147668396535279083e+10,1.706826332470483303e+09
1.450000000000000000e+02,2.946570838520345211e+09,1.048629351712353706e+10,1.420410077381987810e+09
1.500000000000000000e+02,2.452117614474318027e+09,9.581369676052316666e+09,1.182056281618326426e+09
1.550000000000000000e+02,2.040636768887137175e+09,8.754537026764152527e+09,9.836997604865504503e+08
1.600000000000000000e+02,1.698205011845180511e+09,7.999056621783773422e+09,8.186287183013732433e+08
1.650000000000000000e+02,1.413235469548471928e+09,7.308771056983341217e+09,6.812576411488422155e+08
1.700000000000000000e+02,1.176085618908755541e+09,6.678054286792292595e+09,5.669382996808384657e+08
1.750000000000000000e+02,9.787310132018660307e+08,6.101765770147388458e+09,4.718024668361498117e+08
1.800000000000000000e+02,8.144937586193451881e+08,5.575208573458002090e+09,3.926310285228374004e+08
1.850000000000000000e+02,6.778165541721115112e+08,5.094091089112521172e+09,3.267450583560395241e+08
1.900000000000000000e+02,5.640746491275112629e+08,4.654492057519624710e+09,2.719151707437758446e+08
