x, screening_profile, B_max, B_min
0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
5.000000000000000000e+00,9.355307316055568378e+01,9.318398834314682233e+01,8.321936745175869987e+01
1.000000000000000000e+01,8.746703245888302547e+01,8.683255683535723790e+01,6.925463119070833784e+01
1.500000000000000000e+01,8.172493168709775091e+01,8.091403963951563583e+01,5.763326600795585364e+01
2.000000000000000000e+01,7.631046490904780910e+01,7.539892926565545395e+01,4.796203941361032719e+01
2.500000000000000000e+01,7.120794658970186219e+01,7.025972945776589995e+01,3.991370581696970277e+01
3.000000000000000000e+01,6.640229313402376476e+01,6.547081810785108757e+01,3.321593350743800244e+01
3.500000000000000000e+01,6.187900493423305193e+01,6.100831951378281559e+01,2.764208975808666935e+01
4.000000000000000000e+01,5.762414890577078097e+01,5.684998534407314708e+01,2.300357224712710291e+01
4.500000000000000000e+01,5.362434149157226670e+01,5.297508371610179978e+01,1.914342731536748232e+01
5.000000000000000000e+01,4.986673211641813452e+01,4.936429583478457772e+01,1.593103912043601333e+01
5.500000000000000000e+01,4.633898707278213180e+01,4.599961967636217253e+01,1.325770998451906912e+01
6.000000000000000000e+01,4.302927382122367561e+01,4.286428023711320634e+01,1.103298238770542206e+01
6.500000000000000000e+01,3.992624568879831060e+01,3.994264589952535971e+01,9.181578154112399304e+00
7.000000000000000000e+01,3.701902694980436337e+01,3.722015049895812666e+01,7.640851261941199013e+00
7.500000000000000000e+01,3.429719827341637028e+01,3.468322070225084985e+01,6.358668088117186201e+00
8.000000000000000000e+01,3.175078252440369653e+01,3.231920833621331468e+01,5.291643361287961866e+00
8.500000000000000000e+01,2.937023090313534013e+01,3.011632732861435713e+01,4.403672133066823591e+00
9.000000000000000000e+01,2.714640941213413683e+01,2.806359494727994175e+01,3.664708093787579557e+00
9.500000000000000000e+01,2.507058563698994647e+01,2.615077704434128947e+01,3.049746894603426739e+00
1.000000000000000000e+02,2.313441583028074788e+01,2.436833703264130335e+01,2.537980074568626510e+00
1.050000000000000000e+02,2.132993228784174633e+01,2.270738833991520167e+01,2.112090964107684155e+00
1.100000000000000000e+02,1.964953100734470581e+01,2.115965010369966137e+01,1.757668740336166158e+00
1.150000000000000000e+02,1.808595961978453204e+01,1.971740588608215461e+01,1.462720807605052187e+00
1.200000000000000000e+02,1.663230558531041936e+01,1.837346520245774073e+01,1.217267003674180614e+00
1.250000000000000000e+02,1.528198464534882284e+01,1.712112767249035628e+01,1.013001900656630205e+00
1.300000000000000000e+02,1.402872952370720050e+01,1.595414961454869918e+01,8.430137740007405123e-01
1.350000000000000000e+02,1.286657886985510224e+01,1.486671291706926823e+01,7.015507302546146740e-01
1.400000000000000000e+02,1.178986643835258974e+01,1.385339603165093081e+01,5.838260800710840526e-01
1.450000000000000000e+02,1.079321049887431805e+01,1.290914694326356837e+01,4.858563708535543202e-01
1.500000000000000000e+02,9.871503471908171790e+00,1.202925798281041914e+01,4.043265985483987524e-01
1.550000000000000000e+02,9.019901785734917965e+00,1.120934235646912036e+01,3.364780377511891740e-01
1.600000000000000000e+02,8.233815950860957855e+00,1.044531227479560442e+01,2.800148946306296738e-01
1.650000000000000000e+02,7.508900848602753975e+00,9.733358572550820043e+00,2.330266240823185842e-01
1.700000000000000000e+02,6.841046230952915863e+00,9.069931717642438329e+00,1.939232825554930706e-01
1.750000000000000000e+02,6.226367429350040616e+00,8.451724114499306495e+00,1.613817290843680141e-01
1.800000000000000000e+02,5.661196270419041277e+00,7.875653613649963525e+00,1.343008541267219358e-01
1.850000000000000000e+02,5.142072197125390431e+00,7.338848145290207015e+00,1.117643212865671448e-01
1.900000000000000000e+02,4.665733594148700369e+00,6.838631400228472934e+00,9.300956121143245936e-02
1.950000000000000000e+02,4.229109316635377702e+00,6.372509486819678770e+00,7.740196850981044541e-02
2.000000000000000000e+02,3.829310421769554829e+00,5.938158497363974497e+00,6.441342858907370128e-02
2.050000000000000000e+02,3.463622102869349906e+00,5.533412921981229360e+00,5.360444782581742090e-02
2.100000000000000000e+02,3.129495825935745046e+00,5.156254852197168503e+00,4.460928240665326672e-02
2.150000000000000000e+02,2.824541668767364122e+00,4.804803920414352447e+00,3.712356264358552399e-02
2.200000000000000000e+02,2.546520862895401471e+00,4.477307925109971443e+00,3.089399400754925390e-02
2.250000000000000000e+02,2.293338538702838214e+00,4.172134095021266198e+00,2.570978639366671911e-02
2.300000000000000000e+02,2.063036674156569994e+00,3.887760948765071056e+00,2.139552161000776373e-02
2.350000000000000000e+02,1.853787247604465449e+00,3.622770709306657899e+00,1.780521774685279654e-02
2.400000000000000000e+02,1.663885595082821300e+00,3.375842235459253882e+00,1.481738958233917713e-02
2.450000000000000000e+02,1.491743972524332218e+00,3.145744435173378317e+00,1.233093788328545187e-02
2.500000000000000000e+02,1.335885323172358863e+00,2.931330127777150629e+00,1.026172850733945117e-02
2.550000000000000000e+02,1.194937250382903660e+00,2.731530324567011281e+00,8.539745553424689384e-03
2.600000000000000000e+02,1.067626195841017811e+00,2.545348899234044282e+00,7.106722231549715378e-03
2.650000000000000000e+02,9.527718230303168223e-01,2.371857621554668949e+00,5.914169287649180887e-03
2.700000000000000000e+02,8.492816055762656413e-01,2.210191529585542547e+00,4.921734271207831024e-03
2.750000000000000000e+02,7.561456198424986175e-01,2.059544617290210322e+00,4.095836128155581901e-03
2.800000000000000000e+02,6.724315408915887415e-01,1.919165816097617272e+00,3.408528917711679297e-03
2.850000000000000000e+02,5.972798406350676714e-01,1.788355250358062198e+00,2.836556204729935755e-03
2.900000000000000000e+02,5.298991866935147677e-01,1.666460748027711825e+00,2.360564130989865547e-03
2.950000000000000000e+02,4.695620401701510738e-01,1.552874589185259557e+00,1.964446538102870322e-03
3.000000000000000000e+02,4.156004502142703894e-01,1.447030476170082069e+00,1.634799982937180365e-03
3.050000000000000000e+02,3.674020429176899083e-01,1.348400710236110633e+00,1.360470204901780347e-03
3.100000000000000000e+02,3.244062017519969143e-01,1.256493560645326912e+00,1.132174698888906714e-03
3.150000000000000000e+02,2.861004364203216799e-01,1.170850813084131303e+00,9.421886228642016754e-04
