x, o_total, cc
0.000000000000000000e+00,2.360917793546984278e+00,3.883021002544202044e-02
1.000000000000000000e+00,-1.192526961602543345e+00,3.883020998036488397e-02
2.000000000000000000e+00,6.470233252537860302e-01,3.883020984513346069e-02
3.000000000000000000e+00,9.581839467304515967e-01,3.883020961974775753e-02
4.000000000000000000e+00,8.826396123172816077e-01,3.883020930420777450e-02
5.000000000000000000e+00,7.792433673115025661e-01,3.883020889851353241e-02
6.000000000000000000e+00,7.236164557581744594e-01,3.883020840266498963e-02
7.000000000000000000e+00,7.080272333491614001e-01,3.883020781666219473e-02
8.000000000000000000e+00,7.118404273682582550e-01,3.883020714050511996e-02
9.000000000000000000e+00,7.206610762322170904e-01,3.883020637419380000e-02
1.000000000000000000e+01,7.278717191930543784e-01,3.883020551772820017e-02
1.100000000000000000e+01,7.318187833145737287e-01,3.883020457110838292e-02
1.200000000000000000e+01,7.330817103913079835e-01,3.883020353433429966e-02
1.300000000000000000e+01,7.328063756804715778e-01,3.883020240740597123e-02
1.400000000000000000e+01,7.319558066373210714e-01,3.883020119032343231e-02
1.500000000000000000e+01,7.311097295216163472e-01,3.883019988308667597e-02
1.600000000000000000e+01,7.305144030129955279e-01,3.883019848569570914e-02
1.700000000000000000e+01,7.302048363581390422e-01,3.883019699815053183e-02
1.800000000000000000e+01,7.301162542545851508e-01,3.883019542045116484e-02
1.900000000000000000e+01,7.301585139388466761e-01,3.883019375259762207e-02
2.000000000000000000e+01,7.302545827886561813e-01,3.883019199458989656e-02
2.100000000000000000e+01,7.303536800721475153e-01,3.883019014642802996e-02
2.200000000000000000e+01,7.304302410996129646e-01,3.883018820811202920e-02
2.300000000000000000e+01,7.304770361042367544e-01,3.883018617964188735e-02
2.400000000000000000e+01,7.304974505913990335e-01,3.883018406101761827e-02
2.500000000000000000e+01,7.304992892311670261e-01,3.883018185223927055e-02
2.600000000000000000e+01,7.304907672373216476e-01,3.883017955330683724e-02
2.700000000000000000e+01,7.304784638985775125e-01,3.883017716422031140e-02
2.800000000000000000e+01,7.304666774952531805e-01,3.883017468497975550e-02
2.900000000000000000e+01,7.304576014906871695e-01,3.883017211558514870e-02
3.000000000000000000e+01,7.304518648617014387e-01,3.883016945603653264e-02
3.100000000000000000e+01,7.304491378391990697e-01,3.883016670633391426e-02
3.200000000000000000e+01,7.304486436956805218e-01,3.883016386647732826e-02
3.300000000000000000e+01,7.304495176085850083e-01,3.883016093646677463e-02
3.400000000000000000e+01,7.304510144858327170e-01,3.883015791630226726e-02
3.500000000000000000e+01,7.304525970770550103e-01,3.883015480598386165e-02
3.600000000000000000e+01,7.304539440118269500e-01,3.883015160551155087e-02
3.700000000000000000e+01,7.304549137691639382e-01,3.883014831488536267e-02
3.800000000000000000e+01,7.304554917653179880e-01,3.883014493410532481e-02
3.900000000000000000e+01,7.304557380502826325e-01,3.883014146317145809e-02
4.000000000000000000e+01,7.304557448054511681e-01,3.883013790208379029e-02
4.100000000000000000e+01,7.304556068013140502e-01,3.883013425084233528e-02
4.200000000000000000e+01,7.304554042153322824e-01,3.883013050944713468e-02
4.300000000000000000e+01,7.304551953142458531e-01,3.883012667789820932e-02
4.400000000000000000e+01,7.304550159245067897e-01,3.883012275619558001e-02
4.500000000000000000e+01,7.304548828315148290e-01,3.883011874433927452e-02
4.600000000000000000e+01,7.304547988540368575e-01,3.883011464232932752e-02
