concentration,distance
27.6707058	1.84E+03
31.32934761	1.75E+03
34.98799515	1.72E+03
38.64663696	1.70E+03
42.30527878	1.67E+03
45.96392059	1.65E+03
49.62256241	1.65E+03
53.28120804	1.64E+03
56.93984985	1.63E+03
60.59848785	1.64E+03
64.25713348	1.63E+03
67.91577911	1.64E+03
71.57441711	1.65E+03
75.23306274	1.63E+03
78.89170074	1.62E+03
82.55034637	1.63E+03
86.20899963	1.63E+03
89.86763	1.60E+03
93.52628326	1.61E+03
97.18492126	1.62E+03
100.8435516	1.61E+03
104.5022049	1.61E+03
108.1608505	1.61E+03
111.8194962	1.60E+03
115.4781265	1.61E+03
119.1367798	1.61E+03
122.7954178	1.60E+03
126.4540558	1.60E+03
130.1127014	1.61E+03
133.771347	1.60E+03
137.4299927	1.59E+03
141.0886383	1.59E+03
144.7472839	1.59E+03
148.4059143	1.59E+03
152.0645599	1.60E+03
155.7232056	1.58E+03
159.3818512	1.58E+03
163.0404968	1.59E+03
166.6991425	1.59E+03
170.3577728	1.58E+03
174.0164185	1.58E+03
177.6750641	1.59E+03
181.3337097	1.58E+03
184.9923401	1.59E+03
188.651001	1.58E+03
192.3096161	1.57E+03
195.968277	1.57E+03
199.6269226	1.58E+03
203.2855682	1.57E+03
206.9441986	1.57E+03
210.6028748	1.57E+03
214.2615051	1.58E+03
217.9201202	1.57E+03
221.5787811	1.56E+03
225.2373962	1.58E+03
228.8960724	1.57E+03
232.5547028	1.57E+03
236.2133484	1.56E+03
239.8719788	1.57E+03
243.5306244	1.57E+03
247.18927	1.57E+03
250.8479309	1.56E+03
254.5065613	1.56E+03
258.1651917	1.56E+03
261.8238525	1.56E+03
265.4824829	1.55E+03
269.1411133	1.56E+03
272.7998047	1.56E+03
276.4584351	1.56E+03
280.1170654	1.54E+03
283.7757263	1.54E+03
287.4343567	1.54E+03
291.0929871	1.54E+03
294.7516479	1.54E+03
298.4102783	1.55E+03
302.0689087	1.54E+03
305.7275696	1.54E+03
309.3862	1.54E+03
313.0448303	1.53E+03
316.7035217	1.53E+03
320.3621521	1.54E+03
324.0207825	1.53E+03
327.6794434	1.53E+03
331.3380737	1.54E+03
