x, current_density, J_max, J_min
0.000000000000000000e+00,1.434772586125905457e+11,1.555899680199720764e+11,2.923518477048280640e+11
5.000000000000000000e+00,1.333873725952186890e+11,1.410993252388155212e+11,2.432933583934868469e+11
1.000000000000000000e+01,1.238194485419508209e+11,1.279582471557129059e+11,2.024671939072000122e+11
1.500000000000000000e+01,1.147577193540383911e+11,1.160410440478726501e+11,1.684919180668975525e+11
2.000000000000000000e+01,1.061865770794774628e+11,1.052337321199318542e+11,1.402179084226076660e+11
2.500000000000000000e+01,9.809055377244677734e+10,9.543294328962561035e+10,1.166884564433803711e+11
3.000000000000000000e+01,9.045430440927598572e+10,8.654493650896464539e+10,9.710739534140209961e+10
3.500000000000000000e+01,8.326259135365686035e+10,7.848470116456059265e+10,8.081216015199342346e+10
4.000000000000000000e+01,7.650027033758671570e+10,7.117514398144271851e+10,6.725136850259112549e+10
4.500000000000000000e+01,7.015227802704432678e+10,6.454635165339186096e+10,5.596616347050759888e+10
5.000000000000000000e+01,6.420362127679059601e+10,5.853492214711320496e+10,4.657468722717367554e+10
5.500000000000000000e+01,5.863936825033217621e+10,5.308335828441130066e+10,3.875916010308897400e+10
6.000000000000000000e+01,5.344464163264552307e+10,4.813951780219710541e+10,3.225512786740505981e+10
6.500000000000000000e+01,4.860461420617614746e+10,4.365611463034723663e+10,2.684251338201044464e+10
7.000000000000000000e+01,4.410450712089137268e+10,3.959026661731609344e+10,2.233816984466276932e+10
7.500000000000000000e+01,3.992959119718083191e+10,3.590308537765780640e+10,1.858968364502785873e+10
8.000000000000000000e+01,3.606519160771884155e+10,3.255930433849581528e+10,1.547021714067522812e+10
8.500000000000000000e+01,3.249669627709887695e+10,2.952694142733729935e+10,1.287421684788347435e+10
9.000000000000000000e+01,2.920956827968324661e+10,2.677699317496183777e+10,1.071384182517637253e+10
9.500000000000000000e+01,2.618936245596962738e+10,2.428315730758747101e+10,8.915991396693733215e+09
1.000000000000000000e+02,2.342174636446845245e+10,2.202158117500729370e+10,7.419831642381752968e+09
1.050000000000000000e+02,2.089252555405035782e+10,1.997063360850152206e+10,6.174736958775531769e+09
1.100000000000000000e+02,1.858767300072188568e+10,1.811069802642719269e+10,5.138577038902958870e+09
1.150000000000000000e+02,1.649336238171175766e+10,1.642398480861442184e+10,4.276291307796353340e+09
1.200000000000000000e+02,1.459600468716652298e+10,1.489436114499734879e+10,3.558702576742664337e+09
1.250000000000000000e+02,1.288228749538382530e+10,1.350719673104240227e+10,2.961529773854685307e+09
1.300000000000000000e+02,1.133921607809035301e+10,1.224922383410590935e+10,2.464566344697368622e+09
1.350000000000000000e+02,9.954155362704074860e+09,1.110841039230564308e+10,2.050996522486080170e+09
1.400000000000000000e+02,8.714871678437160492e+09,1.007384493214226913e+10,1.706826332470483303e+09
1.450000000000000000e+02,7.609573151634351730e+09,9.135632204148778915e+09,1.420410077381987810e+09
1.500000000000000000e+02,6.626947610312269211e+09,8.284798538360269547e+09,1.182056281618326426e+09
1.550000000000000000e+02,5.756196902003313065e+09,7.513206014362732887e+09,9.836997604865504503e+08
1.600000000000000000e+02,4.987066630253646851e+09,6.813474624988118172e+09,8.186287183013732433e+08
1.650000000000000000e+02,4.309870464073419571e+09,6.178911689179148674e+09,6.812576411488422155e+08
1.700000000000000000e+02,3.715508364995695591e+09,5.603447838883129120e+09,5.669382996808384657e+08
1.750000000000000000e+02,3.195478296462163448e+09,5.081578967712233543e+09,4.718024668361498117e+08
1.800000000000000000e+02,2.741881216319973469e+09,4.608313586129893303e+09,3.926310285228374004e+08
1.850000000000000000e+02,2.347419391011765003e+09,4.179125079634494305e+09,3.267450583560395241e+08
1.900000000000000000e+02,2.005388295465047359e+09,3.789908413306867123e+09,2.719151707437758446e+08
1.950000000000000000e+02,1.709662563354446888e+09,3.436940868616067886e+09,2.262860850983400047e+08
2.000000000000000000e+02,1.454676618440544128e+09,3.116846436944995403e+09,1.883138486501869261e+08
2.050000000000000000e+02,1.235400742586618900e+09,2.826563529272613049e+09,1.567135936707477570e+08
2.100000000000000000e+02,1.047313416479814291e+09,2.563315693167415142e+09,1.304160613637156188e+08
2.150000000000000000e+02,8.863708056007744074e+08,2.324585057010632992e+09,1.085314213223816007e+08
2.200000000000000000e+02,7.489742595051462650e+08,2.108088247452631235e+09,9.031916231088910997e+07
2.250000000000000000e+02,6.319366527327276468e+08,1.911754549761600256e+09,7.516303556284913421e+07
2.300000000000000000e+02,5.324483275909587741e+08,1.733706102176019907e+09,6.255020275294347852e+07
2.350000000000000000e+02,4.480433103873808384e+08,1.572239934826983929e+09,5.205388307079210877e+07
