x, o_total, cc
0.000000000000000000e+00,4.098722386426472575e+00,2.194770959537882765e-04
1.000000000000000000e+00,-2.578306317943109605e+00,2.194770958707540297e-04
2.000000000000000000e+00,-8.493889428881151726e-01,2.194770956216513707e-04
3.000000000000000000e+00,-1.721562386303454595e-02,2.194770952064802180e-04
4.000000000000000000e+00,3.333884518756238813e-01,2.194770946252405988e-04
5.000000000000000000e+00,4.421608471456703326e-01,2.194770938779325132e-04
6.000000000000000000e+00,4.420789586882273858e-01,2.194770929645559882e-04
7.000000000000000000e+00,4.028638359353218235e-01,2.194770918851109967e-04
8.000000000000000000e+00,3.580202550524421712e-01,2.194770906395975658e-04
9.000000000000000000e+00,3.212603866331009694e-01,2.194770892280156684e-04
1.000000000000000000e+01,2.961941200351952963e-01,2.194770876503653316e-04
1.100000000000000000e+01,2.818327247200627661e-01,2.194770859066465555e-04
1.200000000000000000e+01,2.755521262939072402e-01,2.194770839968593400e-04
1.300000000000000000e+01,2.745620478012669730e-01,2.194770819210036851e-04
1.400000000000000000e+01,2.765324071651044657e-01,2.194770796790796179e-04
1.500000000000000000e+01,2.797722887665966551e-01,2.194770772710870842e-04
1.600000000000000000e+01,2.831935936644280893e-01,2.194770746970261654e-04
1.700000000000000000e+01,2.861896129830791002e-01,2.194770719568968072e-04
1.800000000000000000e+01,2.884968556798517270e-01,2.194770690506990367e-04
1.900000000000000000e+01,2.900721072823850277e-01,2.194770659784329081e-04
2.000000000000000000e+01,2.909963498153929629e-01,2.194770627400983672e-04
2.100000000000000000e+01,2.914065873630616865e-01,2.194770593356954412e-04
2.200000000000000000e+01,2.914517799656846098e-01,2.194770557652241300e-04
2.300000000000000000e+01,2.912674629590286113e-01,2.194770520286844337e-04
2.400000000000000000e+01,2.909636707772073061e-01,2.194770481260764064e-04
2.500000000000000000e+01,2.906215781420704025e-01,2.194770440573999939e-04
2.600000000000000000e+01,2.902953028322149964e-01,2.194770398226552775e-04
2.700000000000000000e+01,2.900163154141510158e-01,2.194770354218421489e-04
2.800000000000000000e+01,2.897987521085135243e-01,2.194770308549607977e-04
2.900000000000000000e+01,2.896445903624970120e-01,2.194770261220110343e-04
3.000000000000000000e+01,2.895481293859274996e-01,2.194770212229930483e-04
3.100000000000000000e+01,2.894995464177443911e-01,2.194770161579067313e-04
3.200000000000000000e+01,2.894875065766283062e-01,2.194770109267521376e-04
3.300000000000000000e+01,2.895009215377151723e-01,2.194770055295292943e-04
3.400000000000000000e+01,2.895300072889956944e-01,2.194769999662381742e-04
3.500000000000000000e+01,2.895668056579642768e-01,2.194769942368788045e-04
3.600000000000000000e+01,2.896053245414345612e-01,2.194769883414511851e-04
3.700000000000000000e+01,2.896414294653885668e-01,2.194769822799553702e-04
3.800000000000000000e+01,2.896725920542779775e-01,2.194769760523913600e-04
3.900000000000000000e+01,2.896975740713381708e-01,2.194769696587591543e-04
4.000000000000000000e+01,2.897161016387694854e-01,2.194769630990587802e-04
4.100000000000000000e+01,2.897285643219006945e-01,2.194769563732902379e-04
4.200000000000000000e+01,2.897357582707912327e-01,2.194769494814535272e-04
4.300000000000000000e+01,2.897386812900786257e-01,2.194769424235487295e-04
4.400000000000000000e+01,2.897383799858111453e-01,2.194769351995757905e-04
4.500000000000000000e+01,2.897358443326717992e-01,2.194769278095347646e-04
4.600000000000000000e+01,2.897319424297741808e-01,2.194769202534256787e-04
4.700000000000000000e+01,2.897273872468246192e-01,2.194769125312484787e-04
4.800000000000000000e+01,2.897227272796336628e-01,2.194769046430032730e-04
4.900000000000000000e+01,2.897183538159717187e-01,2.194768965886900074e-04
5.000000000000000000e+01,2.897145186430754027e-01,2.194768883683087632e-04
5.100000000000000000e+01,2.897113572800758541e-01,2.194768799818595404e-04
5.200000000000000000e+01,2.897089140407164698e-01,2.194768714293423119e-04
5.300000000000000000e+01,2.897071663321229007e-01,2.194768627107571320e-04
5.400000000000000000e+01,2.897060465257315642e-01,2.194768538261040547e-04
5.500000000000000000e+01,2.897054604813734113e-01,2.194768447753829988e-04
5.600000000000000000e+01,2.897053023697203633e-01,2.194768355585941270e-04
5.700000000000000000e+01,2.897054658395822324e-01,2.194768261757373308e-04
5.800000000000000000e+01,2.897058518401796068e-01,2.194768166268126915e-04
5.900000000000000000e+01,2.897063735604589740e-01,2.194768069118202363e-04
6.000000000000000000e+01,2.897069590146090778e-01,2.194767970307599651e-04
6.100000000000000000e+01,2.897075518084727963e-01,2.194767869836319321e-04
6.200000000000000000e+01,2.897081105857253758e-01,2.194767767704361374e-04
6.300000000000000000e+01,2.897086075919243497e-01,2.194767663911725809e-04
6.400000000000000000e+01,2.897090267215336468e-01,2.194767558458413168e-04
6.500000000000000000e+01,2.897093613371066190e-01,2.194767451344423995e-04
6.600000000000000000e+01,2.897096120772570949e-01,2.194767342569757475e-04
6.700000000000000000e+01,2.897097848052301305e-01,2.194767232134415234e-04
6.800000000000000000e+01,2.897098887943510559e-01,2.194767120038396461e-04
6.900000000000000000e+01,2.897099352020298113e-01,2.194767006281701967e-04
7.000000000000000000e+01,2.897099358492203902e-01,2.194766890864331753e-04
7.100000000000000000e+01,2.897099022971610927e-01,2.194766773786285818e-04
7.200000000000000000e+01,2.897098451959862486e-01,2.194766655047564977e-04
7.300000000000000000e+01,2.897097738698994340e-01,2.194766534648169500e-04
7.400000000000000000e+01,2.897096960982589731e-01,2.194766412588099115e-04
7.500000000000000000e+01,2.897096180515573161e-01,2.194766288867354908e-04
7.600000000000000000e+01,2.897095443429915651e-01,2.194766163485936336e-04
7.700000000000000000e+01,2.897094781605010771e-01,2.194766036443843941e-04
7.800000000000000000e+01,2.897094214490317232e-01,2.194765907741078536e-04
7.900000000000000000e+01,2.897093751182066024e-01,2.194765777377639580e-04
8.000000000000000000e+01,2.897093392560877168e-01,2.194765645353527613e-04
8.100000000000000000e+01,2.897093133346703153e-01,2.194765511668743722e-04
8.200000000000000000e+01,2.897092963971483193e-01,2.194765376323287091e-04
8.300000000000000000e+01,2.897092872210712544e-01,2.194765239317158535e-04
8.400000000000000000e+01,2.897092844542152879e-01,2.194765100650358325e-04
8.500000000000000000e+01,2.897092867226638835e-01,2.194764960322887002e-04
8.600000000000000000e+01,2.897092927123721129e-01,2.194764818334744838e-04
8.700000000000000000e+01,2.897093012264085887e-01,2.194764674685931562e-04
8.800000000000000000e+01,2.897093112211787114e-01,2.194764529376447987e-04
8.900000000000000000e+01,2.897093218250172408e-01,2.194764382406294654e-04
9.000000000000000000e+01,2.897093323427216705e-01,2.194764233775471293e-04
9.100000000000000000e+01,2.897093422494042558e-01,2.194764083483978718e-04
9.200000000000000000e+01,2.897093511767197538e-01,2.194763931531817198e-04
9.300000000000000000e+01,2.897093588942116771e-01,2.194763777918987005e-04
9.400000000000000000e+01,2.897093652879572656e-01,2.194763622645488682e-04
