x, lambda_eff
0.000000000000000000e+00,6.173731086759265452e+01
5.000000000000000000e-01,6.165566193900905745e+01
1.000000000000000000e+00,6.157406587444398127e+01
1.500000000000000000e+00,6.149252296347707869e+01
2.000000000000000000e+00,6.141103349564771463e+01
2.500000000000000000e+00,6.132959776045217382e+01
3.000000000000000000e+00,6.124821604734092517e+01
3.500000000000000000e+00,6.116688864571573703e+01
4.000000000000000000e+00,6.108561584492692731e+01
4.500000000000000000e+00,6.100439793427048585e+01
5.000000000000000000e+00,6.092323520298533168e+01
5.500000000000000000e+00,6.084212794025033588e+01
6.000000000000000000e+00,6.076107643518160017e+01
6.500000000000000000e+00,6.068008097682956503e+01
7.000000000000000000e+00,6.059914185417606802e+01
7.500000000000000000e+00,6.051825935613160823e+01
8.000000000000000000e+00,6.043743377153231933e+01
8.500000000000000000e+00,6.035666538913712742e+01
9.000000000000000000e+00,6.027595449762491597e+01
9.500000000000000000e+00,6.019530138559152022e+01
1.000000000000000000e+01,6.011470634154682813e+01
1.050000000000000000e+01,6.003416965391185300e+01
1.100000000000000000e+01,5.995369161101584154e+01
1.150000000000000000e+01,5.987327250109325405e+01
1.200000000000000000e+01,5.979291261228079435e+01
1.250000000000000000e+01,5.971261223261457474e+01
1.300000000000000000e+01,5.963237165002697537e+01
1.350000000000000000e+01,5.955219115234373817e+01
1.400000000000000000e+01,5.947207102728093275e+01
1.450000000000000000e+01,5.939201156244205038e+01
1.500000000000000000e+01,5.931201304531483487e+01
1.550000000000000000e+01,5.923207576326834811e+01
1.600000000000000000e+01,5.915220000354997865e+01
1.650000000000000000e+01,5.907238605328227976e+01
1.700000000000000000e+01,5.899263419945999942e+01
1.750000000000000000e+01,5.891294472894696810e+01
1.800000000000000000e+01,5.883331792847312158e+01
1.850000000000000000e+01,5.875375408463130356e+01
1.900000000000000000e+01,5.867425348387419604e+01
1.950000000000000000e+01,5.859481641251125694e+01
2.000000000000000000e+01,5.851544315670560792e+01
2.050000000000000000e+01,5.843613400247090084e+01
2.100000000000000000e+01,5.835688923566813457e+01
2.150000000000000000e+01,5.827770914200259256e+01
2.200000000000000000e+01,5.819859400702064534e+01
2.250000000000000000e+01,5.811954411610662419e+01
2.300000000000000000e+01,5.804055975447958104e+01
2.350000000000000000e+01,5.796164120719019053e+01
2.400000000000000000e+01,5.788278875911751697e+01
2.450000000000000000e+01,5.780400269496578858e+01
2.500000000000000000e+01,5.772528329926126389e+01
2.550000000000000000e+01,5.764663085634892781e+01
2.600000000000000000e+01,5.756804565038927279e+01
2.650000000000000000e+01,5.748952796535513698e+01
2.700000000000000000e+01,5.741107808502832910e+01
2.750000000000000000e+01,5.733269629299648074e+01
2.800000000000000000e+01,5.725438287264968551e+01
2.850000000000000000e+01,5.717613810717726608e+01
2.900000000000000000e+01,5.709796227956449854e+01
2.950000000000000000e+01,5.701985567258923027e+01
3.000000000000000000e+01,5.694181856881866111e+01
3.050000000000000000e+01,5.686385125060593992e+01
3.100000000000000000e+01,5.678595400008690319e+01
3.150000000000000000e+01,5.670812709917662886e+01
3.200000000000000000e+01,5.663037082956622470e+01
3.250000000000000000e+01,5.655268547271933244e+01
3.300000000000000000e+01,5.647507130986883084e+01
3.350000000000000000e+01,5.639752862201337535e+01
3.400000000000000000e+01,5.632005768991410832e+01
3.450000000000000000e+01,5.624265879409116309e+01
3.500000000000000000e+01,5.616533221482023208e+01
3.550000000000000000e+01,5.608807823212925570e+01
3.600000000000000000e+01,5.601089712579486957e+01
3.650000000000000000e+01,5.593378917533895844e+01
3.700000000000000000e+01,5.585675466002528111e+01
3.750000000000000000e+01,5.577979385885594610e+01
3.800000000000000000e+01,5.570290705056788738e+01
3.850000000000000000e+01,5.562609451362945379e+01
3.900000000000000000e+01,5.554935652623684206e+01
3.950000000000000000e+01,5.547269336631060810e+01
4.000000000000000000e+01,5.539610531149218531e+01
4.050000000000000000e+01,5.531959263914021818e+01
4.100000000000000000e+01,5.524315562632719434e+01
4.150000000000000000e+01,5.516679454983572839e+01
4.200000000000000000e+01,5.509050968615511579e+01
4.250000000000000000e+01,5.501430131147760250e+01
4.300000000000000000e+01,5.493816970169500280e+01
4.350000000000000000e+01,5.486211513239491921e+01
4.400000000000000000e+01,5.478613787885720399e+01
4.450000000000000000e+01,5.471023821605033532e+01
