x, current_density, J_max, J_min
0.000000000000000000e+00,8.307160959309890747e+10,8.645321098573382568e+10,2.923518477048280640e+11
4.000000000000000000e+00,7.993604182867520142e+10,8.277675046988911438e+10,2.523976873735579834e+11
8.000000000000000000e+00,7.690968717517257690e+10,7.925663304148385620e+10,2.179038480230143738e+11
1.200000000000000000e+01,7.398900842027789307e+10,7.588621014251377869e+10,1.881240968462666321e+11
1.600000000000000000e+01,7.117057719256752014e+10,7.265911594780439758e+10,1.624141846750941467e+11
2.000000000000000000e+01,6.845107065589531708e+10,6.956925534167414856e+10,1.402179084226076660e+11
2.400000000000000000e+01,6.582726830907467651e+10,6.661079240589504242e+10,1.210550782971468201e+11
2.800000000000000000e+01,6.329604888286161804e+10,6.377813939720790863e+10,1.045111294725717010e+11
3.200000000000000000e+01,6.085438733335974884e+10,6.106594619357353973e+10,9.022815347590487671e+10
3.600000000000000000e+01,5.849935193496635437e+10,5.846909018922666168e+10,7.789715526716250610e+10
4.000000000000000000e+01,5.622810145829594421e+10,5.598266661944707489e+10,6.725136850259112549e+10
4.400000000000000000e+01,5.403788243600990295e+10,5.360197929677425385e+10,5.806048436505438995e+10
4.800000000000000000e+01,5.192602651224026489e+10,5.132253174116829681e+10,5.012566910924414825e+10
5.200000000000000000e+01,4.988994787815335846e+10,4.914001868736479187e+10,4.327526253228630066e+10
5.600000000000000000e+01,4.792714078540191650e+10,4.705031795338304138e+10,3.736106431131771851e+10
6.000000000000000000e+01,4.603517712902472687e+10,4.504948265482949829e+10,3.225512786740505981e+10
6.400000000000000000e+01,4.421170411716984558e+10,4.313373375029149628e+10,2.784699239490045547e+10
6.800000000000000000e+01,4.245444200050998688e+10,4.129945290374118042e+10,2.404129317451157379e+10
7.200000000000000000e+01,4.076118188061628723e+10,3.954317565046890259e+10,2.075569847207849503e+10
7.600000000000000000e+01,3.912978357695639801e+10,3.786158485363832855e+10,1.791912839033850098e+10
8.000000000000000000e+01,3.755817356502751923e+10,3.625150443910433960e+10,1.547021714067522812e+10
8.400000000000000000e+01,3.604434297567604828e+10,3.470989339666046143e+10,1.335598546794722366e+10
8.800000000000000000e+01,3.458634565449517059e+10,3.323384003638609695e+10,1.153069450790085030e+10
9.200000000000000000e+01,3.318229628064554977e+10,3.182055648924479675e+10,9.954856281748403549e+09
9.600000000000000000e+01,3.183036854201340866e+10,3.046737344154724503e+10,8.594379421149587631e+09
1.000000000000000000e+02,3.052879336862248230e+10,2.917173509333333969e+10,7.419831642381752968e+09
1.040000000000000000e+02,2.927585721480802917e+10,2.793119433115136337e+10,6.405803014212914467e+09
1.080000000000000000e+02,2.806990039674235153e+10,2.674340810611676788e+10,5.530356244542406082e+09
1.120000000000000000e+02,2.690931547868734360e+10,2.560613300852109909e+10,4.774552093420431137e+09
1.160000000000000000e+02,2.579254570831714630e+10,2.451722103063249207e+10,4.122039645326980114e+09
1.200000000000000000e+02,2.471808349839918900e+10,2.347461550968507385e+10,3.558702576742664337e+09
1.240000000000000000e+02,2.368446895441228104e+10,2.247634724339437485e+10,3.072353766435037136e+09
1.280000000000000000e+02,2.269028844653938293e+10,2.152053077066219330e+10,2.652471641720489025e+09
1.320000000000000000e+02,2.173417322381836319e+10,2.060536081044618225e+10,2.289972556869665146e+09
1.360000000000000000e+02,2.081479806966880417e+10,1.972910885206790161e+10,1.977014279336369991e+09
1.400000000000000000e+02,1.993087999795521927e+10,1.889011989051968002e+10,1.706826332470483303e+09
1.440000000000000000e+02,1.908117698750643921e+10,1.808680930060383987e+10,1.473563524383113146e+09
1.480000000000000000e+02,1.826448675448165894e+10,1.731765984400059128e+10,1.272179494236817122e+09
