x, o_total, cc
0.000000000000000000e+00,3.292517449189618084e-01,3.360604122953320672e-01
5.000000000000000000e+00,3.158809937220069530e-01,3.225256128510447517e-01
1.000000000000000000e+01,3.028388162292997010e-01,3.093192706564340533e-01
1.500000000000000000e+01,2.901256705584325246e-01,2.964414419913171117e-01
2.000000000000000000e+01,2.777417631154637245e-01,2.838927782988882598e-01
2.500000000000000000e+01,2.656870468265666863e-01,2.716734281622897873e-01
3.000000000000000000e+01,2.539612188908307311e-01,2.597831133665135517e-01
3.500000000000000000e+01,2.425637181275736853e-01,2.482214321472603902e-01
4.000000000000000000e+01,2.314937220070883983e-01,2.369876546052431532e-01
4.500000000000000000e+01,2.207501434674900009e-01,2.260808768311853845e-01
5.000000000000000000e+01,2.103316276320716105e-01,2.154998380940215397e-01
5.500000000000000000e+01,2.002365485510122500e-01,2.052425605138383236e-01
6.000000000000000000e+01,1.904630060982797912e-01,1.953087726339032548e-01
6.500000000000000000e+01,1.810088231589658536e-01,1.856949487197204485e-01
7.000000000000000000e+01,1.718715432440297564e-01,1.763992697387269937e-01
7.500000000000000000e+01,1.630484286684720785e-01,1.674191315571919580e-01
8.000000000000000000e+01,1.545364594253371970e-01,1.587516352037989520e-01
8.500000000000000000e+01,1.463323328817502378e-01,1.503936995495105400e-01
9.000000000000000000e+01,1.384324644145406846e-01,1.423418013147891570e-01
9.500000000000000000e+01,1.308329890920865712e-01,1.345922426038694275e-01
1.000000000000000000e+02,1.235297644960420133e-01,1.271410244169761394e-01
1.050000000000000000e+02,1.165183747618391552e-01,1.199838592743875942e-01
1.100000000000000000e+02,1.097941359005812495e-01,1.131161749294372909e-01
1.150000000000000000e+02,1.033521024474684386e-01,1.065332479375868391e-01
1.200000000000000000e+02,9.718707546355637161e-02,1.002299173708962321e-01
1.250000000000000000e+02,9.129361189877653604e-02,9.420089283667917868e-02
1.300000000000000000e+02,8.566603530509038500e-02,8.844061567346259145e-02
1.350000000000000000e+02,8.029844786974635329e-02,8.294330007875311273e-02
1.400000000000000000e+02,7.518474372018446594e-02,7.770295119538242479e-02
1.450000000000000000e+02,7.031862343450573372e-02,7.271335462173073028e-02
1.500000000000000000e+02,6.569360967487426761e-02,6.796813040709231979e-02
1.550000000000000000e+02,6.130306384601938441e-02,6.346072264305573085e-02
1.600000000000000000e+02,5.714020366737385115e-02,5.918442207071908379e-02
1.650000000000000000e+02,5.319812153552633954e-02,5.513238438205524811e-02
1.700000000000000000e+02,4.946980354373074762e-02,5.129764918973296617e-02
1.750000000000000000e+02,4.594814901732408724e-02,4.767315945298400415e-02
1.800000000000000000e+02,4.262599041813097678e-02,4.425178123153649529e-02
1.850000000000000000e+02,3.949611346731671246e-02,4.102632366722826912e-02
1.900000000000000000e+02,3.655127733468485629e-02,3.798955908690511418e-02
1.950000000000000000e+02,3.378423474306136570e-02,3.513424310274878420e-02
2.000000000000000000e+02,3.118775183908655685e-02,3.245313457103952970e-02
2.050000000000000000e+02,2.875462768634098887e-02,2.993901526305102131e-02
2.100000000000000000e+02,2.647771324312338248e-02,2.758470910249904290e-02
2.150000000000000000e+02,2.434992969521378864e-02,2.538310083061127986e-02
2.200000000000000000e+02,2.236428602341179739e-02,2.332715397004435365e-02
2.250000000000000000e+02,2.051389569633575716e-02,2.140992797074928178e-02
2.300000000000000000e+02,1.879199239069444943e-02,1.962459443346223353e-02
2.350000000000000000e+02,1.719194465377860137e-02,1.796445231935214770e-02
2.400000000000000000e+02,1.570726943604359299e-02,1.642294206738675877e-02
2.450000000000000000e+02,1.433164443514901507e-02,1.499365855418346126e-02
2.500000000000000000e+02,1.305891920646821795e-02,1.367036284446783954e-02
2.550000000000000000e+02,1.188312500867938493e-02,1.244699269368478717e-02
2.600000000000000000e+02,1.079848336640399850e-02,1.131767177764838109e-02
2.650000000000000000e+02,9.799413344791325572e-03,1.027671763719865614e-02
