x, lambda_eff
0.000000000000000000e+00,6.671220176780632016e+01
1.000000000000000000e+00,6.655501994120264442e+01
2.000000000000000000e+00,6.639799254699235576e+01
3.000000000000000000e+00,6.624112133112791412e+01
4.000000000000000000e+00,6.608440803899256366e+01
5.000000000000000000e+00,6.592785441535173163e+01
6.000000000000000000e+00,6.577146220430452672e+01
7.000000000000000000e+00,6.561523314923475425e+01
8.000000000000000000e+00,6.545916899276180345e+01
9.000000000000000000e+00,6.530327147669144949e+01
1.000000000000000000e+01,6.514754234196638549e+01
1.100000000000000000e+01,6.499198332861651295e+01
1.200000000000000000e+01,6.483659617570897638e+01
1.300000000000000000e+01,6.468138262129822635e+01
1.400000000000000000e+01,6.452634440237557101e+01
1.500000000000000000e+01,6.437148325481882694e+01
1.600000000000000000e+01,6.421680091334150120e+01
1.700000000000000000e+01,6.406229911144193068e+01
1.800000000000000000e+01,6.390797958135215140e+01
1.900000000000000000e+01,6.375384405398658316e+01
2.000000000000000000e+01,6.359989425889045123e+01
2.100000000000000000e+01,6.344613192418808723e+01
2.200000000000000000e+01,6.329255877653096718e+01
2.300000000000000000e+01,6.313917654104548660e+01
2.400000000000000000e+01,6.298598694128064324e+01
2.500000000000000000e+01,6.283299169915541427e+01
2.600000000000000000e+01,6.268019253490594878e+01
2.700000000000000000e+01,6.252759116703249731e+01
2.800000000000000000e+01,6.237518931224622776e+01
2.900000000000000000e+01,6.222298868541576411e+01
3.000000000000000000e+01,6.207099099951341259e+01
3.100000000000000000e+01,6.191919796556140199e+01
3.200000000000000000e+01,6.176761129257766214e+01
3.300000000000000000e+01,6.161623268752148164e+01
3.400000000000000000e+01,6.146506385523905891e+01
3.500000000000000000e+01,6.131410649840853466e+01
3.600000000000000000e+01,6.116336231748511665e+01
3.700000000000000000e+01,6.101283301064579234e+01
3.800000000000000000e+01,6.086252027373389240e+01
3.900000000000000000e+01,6.071242580020331303e+01
4.000000000000000000e+01,6.056255128106273844e+01
4.100000000000000000e+01,6.041289840481931606e+01
4.200000000000000000e+01,6.026346885742241000e+01
4.300000000000000000e+01,6.011426432220698501e+01
4.400000000000000000e+01,5.996528647983664229e+01
4.500000000000000000e+01,5.981653700824661257e+01
4.600000000000000000e+01,5.966801758258648647e+01
4.700000000000000000e+01,5.951972987516261071e+01
4.800000000000000000e+01,5.937167555538022157e+01
4.900000000000000000e+01,5.922385628968557114e+01
5.000000000000000000e+01,5.907627374150750654e+01
5.100000000000000000e+01,5.892892957119913433e+01
5.200000000000000000e+01,5.878182543597885967e+01
5.300000000000000000e+01,5.863496298987159605e+01
5.400000000000000000e+01,5.848834388364932835e+01
5.500000000000000000e+01,5.834196976477181806e+01
5.600000000000000000e+01,5.819584227732675430e+01
5.700000000000000000e+01,5.804996306196983369e+01
5.800000000000000000e+01,5.790433375586447085e+01
5.900000000000000000e+01,5.775895599262146618e+01
6.000000000000000000e+01,5.761383140223808397e+01
6.100000000000000000e+01,5.746896161103725831e+01
6.200000000000000000e+01,5.732434824160627329e+01
6.300000000000000000e+01,5.717999291273535789e+01
6.400000000000000000e+01,5.703589723935582612e+01
6.500000000000000000e+01,5.689206283247824558e+01
6.600000000000000000e+01,5.674849129913009449e+01
6.700000000000000000e+01,5.660518424229329071e+01
6.800000000000000000e+01,5.646214326084150770e+01
6.900000000000000000e+01,5.631936994947704989e+01
7.000000000000000000e+01,5.617686589866761437e+01
7.100000000000000000e+01,5.603463269458286788e+01
7.200000000000000000e+01,5.589267191903048371e+01
7.300000000000000000e+01,5.575098514939227101e+01
7.400000000000000000e+01,5.560957395855973573e+01
7.500000000000000000e+01,5.546843991486956327e+01
7.600000000000000000e+01,5.532758458203876728e+01
7.700000000000000000e+01,5.518700951909965369e+01
7.800000000000000000e+01,5.504671628033435837e+01
7.900000000000000000e+01,5.490670641520932804e+01
8.000000000000000000e+01,5.476698146830933922e+01
8.100000000000000000e+01,5.462754297927146752e+01
8.200000000000000000e+01,5.448839248271852398e+01
8.300000000000000000e+01,5.434953150819254830e+01
8.400000000000000000e+01,5.421096158008769805e+01
8.500000000000000000e+01,5.407268421758318766e+01
8.600000000000000000e+01,5.393470093457569448e+01
8.700000000000000000e+01,5.379701323961172932e+01
8.800000000000000000e+01,5.365962263581957359e+01
8.900000000000000000e+01,5.352253062084100321e+01
9.000000000000000000e+01,5.338573868676283496e+01
9.100000000000000000e+01,5.324924832004804642e+01
9.200000000000000000e+01,5.311306100146681786e+01
9.300000000000000000e+01,5.297717820602710503e+01
9.400000000000000000e+01,5.284160140290515528e+01
9.500000000000000000e+01,5.270633205537560428e+01
9.600000000000000000e+01,5.257137162074144499e+01
9.700000000000000000e+01,5.243672155026360571e+01
9.800000000000000000e+01,5.230238328909032930e+01
9.900000000000000000e+01,5.216835827618636756e+01
1.000000000000000000e+02,5.203464794426178486e+01
1.010000000000000000e+02,5.190125371970059120e+01
1.020000000000000000e+02,5.176817702248911957e+01
1.030000000000000000e+02,5.163541926614406918e+01
1.040000000000000000e+02,5.150298185764047076e+01
1.050000000000000000e+02,5.137086619733921111e+01
