x, screening_profile, B_max, B_min
0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
4.000000000000000000e+00,9.388675780846139673e+01,9.259028811192183639e+01,8.633353589349992774e+01
8.000000000000000000e+00,8.810811498549928444e+01,8.572961452648694092e+01,7.453479419874238943e+01
1.200000000000000000e+01,8.256659817917557120e+01,7.937729708731426115e+01,6.434852330271755250e+01
1.600000000000000000e+01,7.718421947100291902e+01,7.349566806860042334e+01,5.555435546248882162e+01
2.000000000000000000e+01,7.190007293015710843e+01,6.804985081449885342e+01,4.796203941361032719e+01
2.400000000000000000e+01,6.667098359208348768e+01,6.300755292887748737e+01,4.140732451240383938e+01
2.800000000000000000e+01,6.147326375110224461e+01,5.833887478911930913e+01,3.574840737045416716e+01
3.200000000000000000e+01,5.630497199813066089e+01,5.401613224849890571e+01,3.086286410852562412e+01
3.600000000000000000e+01,5.118745962798042370e+01,5.001369247580186084e+01,2.664500186289606631e+01
4.000000000000000000e+01,4.616450054790814050e+01,4.630782195875551110e+01,2.300357224712710291e+01
4.400000000000000000e+01,4.129744208279289808e+01,4.287654576996754230e+01,1.985979730276065780e+01
4.800000000000000000e+01,3.665604678970588992e+01,3.969951726085297850e+01,1.714566523275520282e+01
5.200000000000000000e+01,3.230677294913015629e+01,3.675789741086591533e+01,1.480245904790005085e+01
5.600000000000000000e+01,2.830190639835765154e+01,3.403424311660540269e+01,1.277948629523941726e+01
6.000000000000000000e+01,2.467283577486242763e+01,3.151240375837687324e+01,1.103298238770542206e+01
6.400000000000000000e+01,2.142881207205696370e+01,2.917742543087323170e+01,9.525163809813189886e+00
6.800000000000000000e+01,1.856019702963580187e+01,2.701546227008667600e+01,8.223410716659733666e+00
7.200000000000000000e+01,1.604305552353796216e+01,2.501369435064079028e+01,7.099561242737349787e+00
7.600000000000000000e+01,1.385300421362042123e+01,2.316025166669382784e+01,6.129302253779657761e+00
8.000000000000000000e+01,1.195978836954101432e+01,2.144414374563799441e+01,5.291643361287961866e+00
8.400000000000000000e+01,1.032530818864355027e+01,1.985519447722088771e+01,4.568462820673548030e+00
8.800000000000000000e+01,8.914203654471606342e+00,1.838398177164120995e+01,3.944115489067396396e+00
9.200000000000000000e+01,7.695947214514486490e+00,1.702178168880578824e+01,3.405094361435090367e+00
9.600000000000000000e+01,6.644183353258159563e+00,1.576051670744763555e+01,2.939738362737104982e+00
1.000000000000000000e+02,5.736158422247938482e+00,1.459270782735334038e+01,2.537980074568626510e+00
1.040000000000000000e+02,4.952228392220813902e+00,1.351143022067743082e+01,2.191127938647580820e+00
1.080000000000000000e+02,4.275433878115772579e+00,1.251027216936650888e+01,1.891678225384814116e+00
1.120000000000000000e+02,3.691133243138399411e+00,1.158329704520202519e+01,1.633152699702120403e+00
1.160000000000000000e+02,3.186685844526693234e+00,1.072500810701228424e+01,1.409958472192993195e+00
1.200000000000000000e+02,2.751178568420496351e+00,9.930315906309648000e+00,1.217267003674180614e+00
1.240000000000000000e+02,2.375189737744746399e+00,9.194508108076105302e+00,1.050909645536780568e+00
1.280000000000000000e+02,2.050585285537050328e+00,8.513221547741679274e+00,9.072874560377490738e-01
1.320000000000000000e+02,1.770342784174218309e+00,7.882416358660232270e+00,7.832933415155723944e-01
1.360000000000000000e+02,1.528399523581334796e+00,7.298352016664767739e+00,6.762448381487415894e-01
1.400000000000000000e+02,1.319521351777807050e+00,6.757565159652166642e+00,5.838260800710840526e-01
1.440000000000000000e+02,1.139189440283070009e+00,6.256849050672791179e+00,5.040376983937829847e-01
1.480000000000000000e+02,9.835025246874377070e-01,5.793234562745984029e+00,4.351535672595674420e-01
