x, current_density, J_max, J_min
0.000000000000000000e+00,7.013252861190966797e+10,1.180139818533487244e+11,2.923518477048280640e+11
5.000000000000000000e+00,7.378615130980126953e+10,1.095797654931457520e+11,2.432933583934868469e+11
1.000000000000000000e+01,8.865916402486965942e+10,1.017483252150099945e+11,2.024671939072000122e+11
1.500000000000000000e+01,1.140232263534663086e+11,9.447658185312512207e+10,1.684919180668975525e+11
2.000000000000000000e+01,1.426863471500909424e+11,8.772453502098043823e+10,1.402179084226076660e+11
2.500000000000000000e+01,1.589331616145032349e+11,8.145504307735139465e+10,1.166884564433803711e+11
3.000000000000000000e+01,1.543982186043634033e+11,7.563361881765855408e+10,9.710739534140209961e+10
3.500000000000000000e+01,1.368388950762943878e+11,7.022823976684439087e+10,8.081216015199342346e+10
4.000000000000000000e+01,1.153512360368648987e+11,6.520917203022798920e+10,6.725136850259112549e+10
4.500000000000000000e+01,9.599456902228080750e+10,6.054880673337623596e+10,5.596616347050759888e+10
5.000000000000000000e+01,7.988607316551373291e+10,5.622150815128099060e+10,4.657468722717367554e+10
5.500000000000000000e+01,6.648068480128881073e+10,5.220347269143124390e+10,3.875916010308897400e+10
6.000000000000000000e+01,5.532480539494409943e+10,4.847259795507486725e+10,3.225512786740505981e+10
6.500000000000000000e+01,4.604095311498803711e+10,4.500836115640240479e+10,2.684251338201044464e+10
7.000000000000000000e+01,3.831498996886202240e+10,4.179170623086163330e+10,2.233816984466276932e+10
7.500000000000000000e+01,3.188549230611162567e+10,3.880493901160838318e+10,1.858968364502785873e+10
8.000000000000000000e+01,2.653490501835826874e+10,3.603162989748073578e+10,1.547021714067522812e+10
8.500000000000000000e+01,2.208218012046616364e+10,3.345652347709273529e+10,1.287421684788347435e+10
9.000000000000000000e+01,1.837665062435111618e+10,3.106545461190806580e+10,1.071384182517637253e+10
9.500000000000000000e+01,1.529293241551256943e+10,2.884527051668373108e+10,8.915991396693733215e+09
1.000000000000000000e+02,1.272668162692967606e+10,2.678375840866404343e+10,7.419831642381752968e+09
1.050000000000000000e+02,1.059106395245262337e+10,2.486957832753776169e+10,6.174736958775531769e+09
1.100000000000000000e+02,8.813816431738824844e+09,2.309220075661465454e+10,5.138577038902958870e+09
1.150000000000000000e+02,7.334802286261315346e+09,2.144184870208811951e+10,4.276291307796353340e+09
1.200000000000000000e+02,6.103976069300829887e+09,1.990944391177371979e+10,3.558702576742664337e+09
1.250000000000000000e+02,5.079690276639831543e+09,1.848655693748372269e+10,2.961529773854685307e+09
