x, o_total, cc
0.000000000000000000e+00,2.633437765761727500e-01,2.684499312776034152e-01
5.000000000000000000e+00,2.511509944399661354e-01,2.575792571407208298e-01
1.000000000000000000e+01,2.364798573958462324e-01,2.441357518986718989e-01
1.500000000000000000e+01,2.196610399741194541e-01,2.283706541498315978e-01
2.000000000000000000e+01,2.011531855332389929e-01,2.106776163071874264e-01
2.500000000000000000e+01,1.815034425064089019e-01,1.915587924071800729e-01
3.000000000000000000e+01,1.613024984575142928e-01,1.715830874375146586e-01
3.500000000000000000e+01,1.411391304058819962e-01,1.513412170580240856e-01
4.000000000000000000e+01,1.215589631625301065e-01,1.314026044304571761e-01
4.500000000000000000e+01,1.030311960471065047e-01,1.122779005257732304e-01
5.000000000000000000e+01,8.592571958958812595e-02,9.439067128066888634e-02
5.500000000000000000e+01,7.050154223250028329e-02,7.805965250871102490e-02
6.000000000000000000e+01,5.690602482609025126e-02,6.349204227197462191e-02
6.500000000000000000e+01,4.518327443401923965e-02,5.078682504798741337e-02
7.000000000000000000e+01,3.528930117865339278e-02,3.994618231366721395e-02
7.500000000000000000e+01,2.711123121307921699e-02,3.089249778457722057e-02
8.000000000000000000e+01,2.048795802648469694e-02,2.348830646298188593e-02
8.500000000000000000e+01,1.523001052656910992e-02,1.755674231755465636e-02
9.000000000000000000e+01,1.113699883643357903e-02,1.290050237479569394e-02
9.500000000000000000e+01,8.011644984082808355e-03,9.317946878729475163e-03
1.000000000000000000e+02,5.670012388224065190e-03,6.615583682503512440e-03
1.050000000000000000e+02,3.948043660835840948e-03,4.616749397713140052e-03
1.100000000000000000e+02,2.704864433728999297e-03,3.166741040794648736e-03
1.150000000000000000e+02,1.823507002086340251e-03,2.134944324058340656e-03
1.200000000000000000e+02,1.209770355234540337e-03,1.414651275979391960e-03
1.250000000000000000e+02,7.898949894631362859e-04,9.212836857207588838e-04
1.300000000000000000e+02,5.076284405022112988e-04,5.896738191236853069e-04
1.350000000000000000e+02,3.211246384473213748e-04,3.709360178981079502e-04
1.400000000000000000e+02,1.999838020507970740e-04,2.293241640248694672e-04
1.450000000000000000e+02,1.226177238816789051e-04,1.393348918297739210e-04
1.500000000000000000e+02,7.402762195835038304e-05,8.320038709861474863e-05
1.550000000000000000e+02,4.401111410457884943e-05,4.882506375029261632e-05
