x, ell
0.000000000000000000e+00,8.188101785823089784e+00
1.000000000000000000e+00,8.188101965036752361e+00
2.000000000000000000e+00,8.188101656881945800e+00
3.000000000000000000e+00,8.188102015180769300e+00
4.000000000000000000e+00,8.188101682840509099e+00
5.000000000000000000e+00,8.188101940305983817e+00
6.000000000000000000e+00,8.188101771640388549e+00
7.000000000000000000e+00,8.188101864579529376e+00
8.000000000000000000e+00,8.188101822483186965e+00
9.000000000000000000e+00,8.188101837316510867e+00
1.000000000000000000e+01,8.188101833835233379e+00
1.100000000000000000e+01,8.188101833998185697e+00
1.200000000000000000e+01,8.188101834256778844e+00
1.300000000000000000e+01,8.188101834157350822e+00
1.400000000000000000e+01,8.188101834158745262e+00
1.500000000000000000e+01,8.188101834169421167e+00
1.600000000000000000e+01,8.188101834166907622e+00
1.700000000000000000e+01,8.188101834166081616e+00
1.800000000000000000e+01,8.188101834166518600e+00
1.900000000000000000e+01,8.188101834166534587e+00
2.000000000000000000e+01,8.188101834166472415e+00
2.100000000000000000e+01,8.188101834166474191e+00
2.200000000000000000e+01,8.188101834166474191e+00
2.300000000000000000e+01,8.188101834166467086e+00
2.400000000000000000e+01,8.188101834166459980e+00
2.500000000000000000e+01,8.188101834166463533e+00
2.600000000000000000e+01,8.188101834166459980e+00
2.700000000000000000e+01,8.188101834166447546e+00
2.800000000000000000e+01,8.188101834166459980e+00
2.900000000000000000e+01,8.188101834166452875e+00
3.000000000000000000e+01,8.188101834166426229e+00
3.100000000000000000e+01,8.188101834166406690e+00
3.200000000000000000e+01,8.188101834166404913e+00
3.300000000000000000e+01,8.188101834166387150e+00
3.400000000000000000e+01,8.188101834166387150e+00
3.500000000000000000e+01,8.188101834166362281e+00
3.600000000000000000e+01,8.188101834166351622e+00
3.700000000000000000e+01,8.188101834166344517e+00
3.800000000000000000e+01,8.188101834166349846e+00
3.900000000000000000e+01,8.188101834166324977e+00
4.000000000000000000e+01,8.188101834166339188e+00
4.100000000000000000e+01,8.188101834166335635e+00
4.200000000000000000e+01,8.188101834166339188e+00
4.300000000000000000e+01,8.188101834166332083e+00
4.400000000000000000e+01,8.188101834166308990e+00
4.500000000000000000e+01,8.188101834166321424e+00
4.600000000000000000e+01,8.188101834166307214e+00
4.700000000000000000e+01,8.188101834166301884e+00
4.800000000000000000e+01,8.188101834166282345e+00
4.900000000000000000e+01,8.188101834166266357e+00
5.000000000000000000e+01,8.188101834166253923e+00
5.100000000000000000e+01,8.188101834166252146e+00
