x, ell
0.000000000000000000e+00,8.067245514109656312e+01
4.000000000000000000e+00,8.067246088902318490e+01
8.000000000000000000e+00,8.067247238486967831e+01
1.200000000000000000e+01,8.067248962862288408e+01
1.600000000000000000e+01,8.067251262026289282e+01
2.000000000000000000e+01,8.067254135976337182e+01
2.400000000000000000e+01,8.067257584709129503e+01
2.800000000000000000e+01,8.067261608220664471e+01
3.200000000000000000e+01,8.067266206506353399e+01
3.600000000000000000e+01,8.067271379560889955e+01
4.000000000000000000e+01,8.067277127378325474e+01
4.400000000000000000e+01,8.067283449952024910e+01
4.800000000000000000e+01,8.067290347274750673e+01
5.200000000000000000e+01,8.067297819338526210e+01
5.600000000000000000e+01,8.067305866134783798e+01
6.000000000000000000e+01,8.067314487654243749e+01
6.400000000000000000e+01,8.067323683886995411e+01
6.800000000000000000e+01,8.067333454822458805e+01
7.200000000000000000e+01,8.067343800449381774e+01
7.600000000000000000e+01,8.067354720755852782e+01
8.000000000000000000e+01,8.067366215729323642e+01
8.400000000000000000e+01,8.067378285356555523e+01
8.800000000000000000e+01,8.067390929623684315e+01
9.200000000000000000e+01,8.067404148516122575e+01
9.600000000000000000e+01,8.067417942018684585e+01
1.000000000000000000e+02,8.067432310115476923e+01
1.040000000000000000e+02,8.067447252789985157e+01
1.080000000000000000e+02,8.067462770024988572e+01
1.120000000000000000e+02,8.067478861802659651e+01
1.160000000000000000e+02,8.067495528104463176e+01
1.200000000000000000e+02,8.067512768911203125e+01
1.240000000000000000e+02,8.067530584203076671e+01
1.280000000000000000e+02,8.067548973959550551e+01
1.320000000000000000e+02,8.067567938159453433e+01
1.360000000000000000e+02,8.067587476780978761e+01
1.400000000000000000e+02,8.067607589801622225e+01
1.440000000000000000e+02,8.067628277198249975e+01
1.480000000000000000e+02,8.067649538947028987e+01
1.520000000000000000e+02,8.067671375023503799e+01
1.560000000000000000e+02,8.067693785402542517e+01
1.600000000000000000e+02,8.067716770058342490e+01
1.640000000000000000e+02,8.067740328964438845e+01
1.680000000000000000e+02,8.067764462093734323e+01
1.720000000000000000e+02,8.067789169418429651e+01
1.760000000000000000e+02,8.067814450910083224e+01
1.800000000000000000e+02,8.067840306539599737e+01
1.840000000000000000e+02,8.067866736277215978e+01
1.880000000000000000e+02,8.067893740092485189e+01
1.920000000000000000e+02,8.067921317954342442e+01
1.960000000000000000e+02,8.067949469831025056e+01
2.000000000000000000e+02,8.067978195690128018e+01
2.040000000000000000e+02,8.068007495498572723e+01
2.080000000000000000e+02,8.068037369222622601e+01
2.120000000000000000e+02,8.068067816827881700e+01
2.160000000000000000e+02,8.068098838279294682e+01
2.200000000000000000e+02,8.068130433541126934e+01
2.240000000000000000e+02,8.068162602577017140e+01
2.280000000000000000e+02,8.068195345349906233e+01
2.320000000000000000e+02,8.068228661822114134e+01
2.360000000000000000e+02,8.068262551955234585e+01
2.400000000000000000e+02,8.068297015710264475e+01
2.440000000000000000e+02,8.068332053047505781e+01
2.480000000000000000e+02,8.068367663926609623e+01
2.520000000000000000e+02,8.068403848306549264e+01
2.560000000000000000e+02,8.068440606145676952e+01
2.600000000000000000e+02,8.068477937401617339e+01
2.640000000000000000e+02,8.068515842031393959e+01
2.680000000000000000e+02,8.068554319991338275e+01
2.720000000000000000e+02,8.068593371237126632e+01
2.760000000000000000e+02,8.068632995723774570e+01
2.800000000000000000e+02,8.068673193405629718e+01
2.840000000000000000e+02,8.068713964236386005e+01
2.880000000000000000e+02,8.068755308169073714e+01
2.920000000000000000e+02,8.068797225156056641e+01
2.960000000000000000e+02,8.068839715149042036e+01
3.000000000000000000e+02,8.068882778099053610e+01
3.040000000000000000e+02,8.068926413956495480e+01
3.080000000000000000e+02,8.068970622671079695e+01
3.120000000000000000e+02,8.069015404191858920e+01
3.160000000000000000e+02,8.069060758467226435e+01
3.200000000000000000e+02,8.069106685444913296e+01
3.240000000000000000e+02,8.069153185071988332e+01
3.280000000000000000e+02,8.069200257294869516e+01
3.320000000000000000e+02,8.069247902059295541e+01
3.360000000000000000e+02,8.069296119310342874e+01
3.400000000000000000e+02,8.069344908992442811e+01
3.440000000000000000e+02,8.069394271049350209e+01
3.480000000000000000e+02,8.069444205424170491e+01
3.520000000000000000e+02,8.069494712059322694e+01
3.560000000000000000e+02,8.069545790896577842e+01
3.600000000000000000e+02,8.069597441877056099e+01
3.640000000000000000e+02,8.069649664941196932e+01
3.680000000000000000e+02,8.069702460028791791e+01
3.720000000000000000e+02,8.069755827078964217e+01
3.760000000000000000e+02,8.069809766030161313e+01
3.800000000000000000e+02,8.069864276820212012e+01
3.840000000000000000e+02,8.069919359386207702e+01
3.880000000000000000e+02,8.069975013664652863e+01
3.920000000000000000e+02,8.070031239591345695e+01
3.960000000000000000e+02,8.070088037101437806e+01
4.000000000000000000e+02,8.070145406129422838e+01
4.040000000000000000e+02,8.070203346609116579e+01
4.080000000000000000e+02,8.070261858473666905e+01
4.120000000000000000e+02,8.070320941655583624e+01
4.160000000000000000e+02,8.070380596086697267e+01
4.200000000000000000e+02,8.070440821698181821e+01
4.240000000000000000e+02,8.070501618420549050e+01
4.280000000000000000e+02,8.070562986183642806e+01
4.320000000000000000e+02,8.070624924916664611e+01
4.360000000000000000e+02,8.070687434548108286e+01
4.400000000000000000e+02,8.070750515005848058e+01
4.440000000000000000e+02,8.070814166217073193e+01
4.480000000000000000e+02,8.070878388108324941e+01
4.520000000000000000e+02,8.070943180605453904e+01
4.560000000000000000e+02,8.071008543633695353e+01
4.600000000000000000e+02,8.071074477117568335e+01
4.640000000000000000e+02,8.071140980980983670e+01
4.680000000000000000e+02,8.071208055147130267e+01
4.720000000000000000e+02,8.071275699538576021e+01
4.760000000000000000e+02,8.071343914077212389e+01
4.800000000000000000e+02,8.071412698684258658e+01
4.840000000000000000e+02,8.071482053280296043e+01
4.880000000000000000e+02,8.071551977785219378e+01
4.920000000000000000e+02,8.071622472118292535e+01
4.960000000000000000e+02,8.071693536198058894e+01
5.000000000000000000e+02,8.071765169942459295e+01
5.040000000000000000e+02,8.071837373268725457e+01
5.080000000000000000e+02,8.071910146093456717e+01
5.120000000000000000e+02,8.071983488332560341e+01
5.160000000000000000e+02,8.072057399901322583e+01
5.200000000000000000e+02,8.072131880714309204e+01
5.240000000000000000e+02,8.072206930685484849e+01
5.280000000000000000e+02,8.072282549728105039e+01
5.320000000000000000e+02,8.072358737754775859e+01
5.360000000000000000e+02,8.072435494677448276e+01
5.400000000000000000e+02,8.072512820407393974e+01
5.440000000000000000e+02,8.072590714855249416e+01
5.480000000000000000e+02,8.072669177930936257e+01
5.520000000000000000e+02,8.072748209543760822e+01
5.560000000000000000e+02,8.072827809602358684e+01
5.600000000000000000e+02,8.072907978014684716e+01
5.640000000000000000e+02,8.072988714688018774e+01
5.680000000000000000e+02,8.073070019529038177e+01
5.720000000000000000e+02,8.073151892443678435e+01
5.760000000000000000e+02,8.073234333337269675e+01
5.800000000000000000e+02,8.073317342114434325e+01
5.840000000000000000e+02,8.073400918679169536e+01
5.880000000000000000e+02,8.073485062934791756e+01
5.920000000000000000e+02,8.073569774783936737e+01
5.960000000000000000e+02,8.073655054128609265e+01
6.000000000000000000e+02,8.073740900870112114e+01
6.040000000000000000e+02,8.073827314909144093e+01
6.080000000000000000e+02,8.073914296145670733e+01
6.120000000000000000e+02,8.074001844479029444e+01
6.160000000000000000e+02,8.074089959807911043e+01
6.200000000000000000e+02,8.074178642030294384e+01
6.240000000000000000e+02,8.074267891043520251e+01
6.280000000000000000e+02,8.074357706744270047e+01
6.320000000000000000e+02,8.074448089028548736e+01
6.360000000000000000e+02,8.074539037791721796e+01
6.400000000000000000e+02,8.074630552928468319e+01
6.440000000000000000e+02,8.074722634332793803e+01
6.480000000000000000e+02,8.074815281898064256e+01
6.520000000000000000e+02,8.074908495516960727e+01
6.560000000000000000e+02,8.075002275081523351e+01
6.600000000000000000e+02,8.075096620483087406e+01
6.640000000000000000e+02,8.075191531612367157e+01
6.680000000000000000e+02,8.075287008359403274e+01
6.720000000000000000e+02,8.075383050613548619e+01
6.760000000000000000e+02,8.075479658263517990e+01
6.800000000000000000e+02,8.075576831197334116e+01
6.840000000000000000e+02,8.075674569302378814e+01
6.880000000000000000e+02,8.075772872465361729e+01
6.920000000000000000e+02,8.075871740572334545e+01
6.960000000000000000e+02,8.075971173508656875e+01
7.000000000000000000e+02,8.076071171159048845e+01
7.040000000000000000e+02,8.076171733407565512e+01
7.080000000000000000e+02,8.076272860137584075e+01
7.120000000000000000e+02,8.076374551231836563e+01
7.160000000000000000e+02,8.076476806572374301e+01
7.200000000000000000e+02,8.076579626040576443e+01
7.240000000000000000e+02,8.076683009517194023e+01
7.280000000000000000e+02,8.076786956882249058e+01
7.320000000000000000e+02,8.076891468015158182e+01
7.360000000000000000e+02,8.076996542794651646e+01
7.400000000000000000e+02,8.077102181098788947e+01
7.440000000000000000e+02,8.077208382804965936e+01
7.480000000000000000e+02,8.077315147789913397e+01
7.520000000000000000e+02,8.077422475929702728e+01
7.560000000000000000e+02,8.077530367099740261e+01
7.600000000000000000e+02,8.077638821174751627e+01
7.640000000000000000e+02,8.077747838028824390e+01
7.680000000000000000e+02,8.077857417535361151e+01
7.720000000000000000e+02,8.077967559567098021e+01
7.760000000000000000e+02,8.078078263996110309e+01
7.800000000000000000e+02,8.078189530693806830e+01
7.840000000000000000e+02,8.078301359530919967e+01
7.880000000000000000e+02,8.078413750377555402e+01
7.920000000000000000e+02,8.078526703103109696e+01
7.960000000000000000e+02,8.078640217576325711e+01
8.000000000000000000e+02,8.078754293665284081e+01
8.040000000000000000e+02,8.078868931237397533e+01
8.080000000000000000e+02,8.078984130159419408e+01
8.120000000000000000e+02,8.079099890297435138e+01
8.160000000000000000e+02,8.079216211516857982e+01
8.200000000000000000e+02,8.079333093682446076e+01
8.240000000000000000e+02,8.079450536658262649e+01
8.280000000000000000e+02,8.079568540307759861e+01
8.320000000000000000e+02,8.079687104493659433e+01
8.360000000000000000e+02,8.079806229078070601e+01
8.400000000000000000e+02,8.079925913922393477e+01
8.440000000000000000e+02,8.080046158887400054e+01
8.480000000000000000e+02,8.080166963833161731e+01
8.520000000000000000e+02,8.080288328619103311e+01
8.560000000000000000e+02,8.080410253103994478e+01
8.600000000000000000e+02,8.080532737145897215e+01
8.640000000000000000e+02,8.080655780602249649e+01
8.680000000000000000e+02,8.080779383329787890e+01
8.720000000000000000e+02,8.080903545184631298e+01
8.760000000000000000e+02,8.081028266022175899e+01
8.800000000000000000e+02,8.081153545697193863e+01
8.840000000000000000e+02,8.081279384063759608e+01
8.880000000000000000e+02,8.081405780975296693e+01
8.920000000000000000e+02,8.081532736284574980e+01
8.960000000000000000e+02,8.081660249843663735e+01
9.000000000000000000e+02,8.081788321503994155e+01
9.040000000000000000e+02,8.081916951116315317e+01
9.080000000000000000e+02,8.082046138530716917e+01
9.120000000000000000e+02,8.082175883596619315e+01
9.160000000000000000e+02,8.082306186162760753e+01
9.200000000000000000e+02,8.082437046077238563e+01
9.240000000000000000e+02,8.082568463187475061e+01
9.280000000000000000e+02,8.082700437340211863e+01
9.320000000000000000e+02,8.082832968381548255e+01
9.360000000000000000e+02,8.082966056156884349e+01
