x, current_density, J_max, J_min
0.000000000000000000e+00,1.677229474019478035e+10,6.342832173723892212e+10,2.923518477048280640e+11
1.000000000000000000e+00,1.842814382961208725e+10,6.292476703885467529e+10,2.818063176441780396e+11
2.000000000000000000e+00,2.278711035130847168e+10,6.242521003940553284e+10,2.716411792421856384e+11
3.000000000000000000e+00,3.136630380813320160e+10,6.192961900133284760e+10,2.618427112526789551e+11
4.000000000000000000e+00,4.711974894659735107e+10,6.143796243904106903e+10,2.523976873735579834e+11
5.000000000000000000e+00,7.460862504035192871e+10,6.095020911689743042e+10,2.432933583934868469e+11
6.000000000000000000e+00,1.175566307325548096e+11,6.046632804724748993e+10,2.345174349825787964e+11
7.000000000000000000e+00,1.709408131853929749e+11,5.998628848844643402e+10,2.260580711038449097e+11
8.000000000000000000e+00,2.170580003159209290e+11,5.951005994290608978e+10,2.179038480230143738e+11
9.000000000000000000e+00,2.420141837226516113e+11,5.903761215515727234e+10,2.100437588951423340e+11
1.000000000000000000e+01,2.483953188725441895e+11,5.856891510992766571e+10,2.024671939072000122e+11
1.100000000000000000e+01,2.438202351892436829e+11,5.810393903023490906e+10,1.951639259565915527e+11
1.200000000000000000e+01,2.350253066352367859e+11,5.764265437549481201e+10,1.881240968462666321e+11
1.300000000000000000e+01,2.265476231540600891e+11,5.718503183964456940e+10,1.813382039777941589e+11
1.400000000000000000e+01,2.183757412830842896e+11,5.673104234928099823e+10,1.747970875244346008e+11
1.500000000000000000e+01,2.104986303409906921e+11,5.628065706181336212e+10,1.684919180668975525e+11
1.600000000000000000e+01,2.029056575381861877e+11,5.583384736363101196e+10,1.624141846750941467e+11
1.700000000000000000e+01,1.955865736243057556e+11,5.539058486828551483e+10,1.565556834197970276e+11
1.800000000000000000e+01,1.885314990534291992e+11,5.495084141468722534e+10,1.509085062987002258e+11
1.900000000000000000e+01,1.817309106483373718e+11,5.451458906531616974e+10,1.454650305619314880e+11
2.000000000000000000e+01,1.751756287458070374e+11,5.408180010444712830e+10,1.402179084226076660e+11
2.100000000000000000e+01,1.688568048055921936e+11,5.365244703638883972e+10,1.351600571385445557e+11
2.200000000000000000e+01,1.627659094663664856e+11,5.322650258373711395e+10,1.302846494517329407e+11
2.300000000000000000e+01,1.568947210325043030e+11,5.280393968564191437e+10,1.255851043726757355e+11
