x, current_density, J_max, J_min
0.000000000000000000e+00,1.416781300992126160e+11,1.527024074865657959e+11,2.923518477048280640e+11
5.000000000000000000e+00,1.316361153173656921e+11,1.387321680660128479e+11,2.432933583934868469e+11
1.000000000000000000e+01,1.221396721333151855e+11,1.260400197553511353e+11,2.024671939072000122e+11
1.500000000000000000e+01,1.131694838027630920e+11,1.145090342159883118e+11,1.684919180668975525e+11
2.000000000000000000e+01,1.047065698824466553e+11,1.040329804972256622e+11,1.402179084226076660e+11
2.500000000000000000e+01,9.673226774187245178e+10,9.451534636753572083e+10,1.166884564433803711e+11
3.000000000000000000e+01,8.922821648326689148e+10,8.586844918101214600e+10,9.710739534140209961e+10
3.500000000000000000e+01,8.217634300447964478e+10,7.801262808771430969e+10,8.081216015199342346e+10
4.000000000000000000e+01,7.555885023696954346e+10,7.087551014602236938e+10,6.725136850259112549e+10
4.500000000000000000e+01,6.935820762786010742e+10,6.439134357595129395e+10,5.596616347050759888e+10
5.000000000000000000e+01,6.355714390743653107e+10,5.850039201091938019e+10,4.657468722717367554e+10
5.500000000000000000e+01,5.813864221900228882e+10,5.314838416742388153e+10,3.875916010308897400e+10
6.000000000000000000e+01,5.308593762137335205e+10,4.828601386262196350e+10,3.225512786740505981e+10
6.500000000000000000e+01,4.838251701759414673e+10,4.386848577365380096e+10,2.684251338201044464e+10
7.000000000000000000e+01,4.401212151347051239e+10,3.985510275394612885e+10,2.233816984466276932e+10
7.500000000000000000e+01,3.995875118509495544e+10,3.620889090458579254e+10,1.858968364502785873e+10
8.000000000000000000e+01,3.620667222773616791e+10,3.289625894667610550e+10,1.547021714067522812e+10
8.500000000000000000e+01,3.274042640386070633e+10,2.988668875659247208e+10,1.287421684788347435e+10
9.000000000000000000e+01,2.954484268379069901e+10,2.715245421314641190e+10,1.071384182517637253e+10
9.500000000000000000e+01,2.660505092966650772e+10,2.466836576649484634e+10,8.915991396693733215e+09
1.000000000000000000e+02,2.390649741636260223e+10,2.241153837559713364e+10,7.419831642381752968e+09
1.050000000000000000e+02,2.143496195288819504e+10,2.036118067630842590e+10,6.174736958775531769e+09
1.100000000000000000e+02,1.917657631069930267e+10,1.849840343778852844e+10,5.138577038902958870e+09
1.150000000000000000e+02,1.711784362257641411e+10,1.680604554260196495e+10,4.276291307796353340e+09
1.200000000000000000e+02,1.524565837469549561e+10,1.526851588732444382e+10,3.558702576742664337e+09
1.250000000000000000e+02,1.354732658070478249e+10,1.387164974714126015e+10,2.961529773854685307e+09
1.300000000000000000e+02,1.201058569554646492e+10,1.260257828117458725e+10,2.464566344697368622e+09
1.350000000000000000e+02,1.062362381388846779e+10,1.144960997633788300e+10,2.050996522486080170e+09
1.400000000000000000e+02,9.375097690425975800e+09,1.040212293750082970e+10,1.706826332470483303e+09
1.450000000000000000e+02,8.254149129256473541e+09,9.450467031671730042e+09,1.420410077381987810e+09
1.500000000000000000e+02,7.250419311102129936e+09,8.585874984685754776e+09,1.182056281618326426e+09
1.550000000000000000e+02,6.354060664913953781e+09,7.800381611363863945e+09,9.836997604865504503e+08
1.600000000000000000e+02,5.555745940326911926e+09,7.086750435037983894e+09,8.186287183013732433e+08
1.650000000000000000e+02,4.846674200804146767e+09,6.438407020413702965e+09,6.812576411488422155e+08
1.700000000000000000e+02,4.218573530519564152e+09,5.849378405589398384e+09,5.669382996808384657e+08
1.750000000000000000e+02,3.663700328722370625e+09,5.314238075240085602e+09,4.718024668361498117e+08
1.800000000000000000e+02,3.174835150578647614e+09,4.828055968023119926e+09,3.926310285228374004e+08
1.850000000000000000e+02,2.745275139637857914e+09,4.386353057641392708e+09,3.267450583560395241e+08
1.900000000000000000e+02,2.368823180621527672e+09,3.985060089135209560e+09,2.719151707437758446e+08
