x, o_total, cc
0.000000000000000000e+00,2.458156428210259703e-01,2.520396821554122258e-01
5.000000000000000000e+00,2.333768671984399190e-01,2.395947930958274297e-01
1.000000000000000000e+01,2.209596048217654929e-01,2.271660746682520049e-01
1.500000000000000000e+01,2.085825406665377246e-01,2.147679351590291441e-01
2.000000000000000000e+01,1.962724839917999731e-01,2.024226863168063772e-01
2.500000000000000000e+01,1.840634164620495450e-01,1.901613269336350776e-01
3.000000000000000000e+01,1.719952912441214954e-01,1.780202233503062337e-01
3.500000000000000000e+01,1.601126365849992184e-01,1.660418024572906104e-01
4.000000000000000000e+01,1.484630249119861245e-01,1.542720577607559485e-01
4.500000000000000000e+01,1.370954727285107755e-01,1.427593204159113560e-01
5.000000000000000000e+01,1.260588373751591051e-01,1.315525258226985239e-01
5.500000000000000000e+01,1.154002741710662555e-01,1.206997303061775467e-01
6.000000000000000000e+01,1.051638118330926325e-01,1.102465868324099540e-01
6.500000000000000000e+01,9.538909585109736633e-02,1.002350837290864605e-01
7.000000000000000000e+01,8.611033927370377594e-02,9.070222321228214868e-02
7.500000000000000000e+01,7.735550881421550395e-02,8.167924795484335365e-02
8.000000000000000000e+01,6.914576204129400938e-02,7.319087626669826263e-02
8.500000000000000000e+01,6.149513938049708944e-02,6.525486930728414958e-02
9.000000000000000000e+01,5.441050336830349776e-02,5.788183591528496541e-02
9.500000000000000000e+01,4.789170762002554343e-02,5.107528219557892768e-02
1.000000000000000000e+02,4.193196972205015527e-02,4.483187621230762254e-02
1.050000000000000000e+02,3.651841602039811868e-02,3.914190048325785071e-02
1.100000000000000000e+02,3.163276218818065338e-02,3.398985969446798039e-02
1.150000000000000000e+02,2.725209150980647740e-02,2.935520696308787508e-02
1.200000000000000000e+02,2.334969288972321005e-02,2.521315057723228642e-02
1.250000000000000000e+02,1.989592244467872431e-02,2.153550404216119166e-02
1.300000000000000000e+02,1.685905586120697852e-02,1.829154483017532071e-02
1.350000000000000000e+02,1.420610313723749338e-02,1.544885104280539594e-02
1.400000000000000000e+02,1.190356250277070128e-02,1.297408992107574460e-02
1.450000000000000000e+02,9.918095861488644346e-03,1.083373744811512614e-02
1.500000000000000000e+02,8.217113674837590170e-03,8.994713833380260301e-03
1.550000000000000000e+02,6.769262531195426036e-03,7.424925128929507449e-03
1.600000000000000000e+02,5.544813472014068455e-03,6.093706336077071503e-03
1.650000000000000000e+02,4.515953314871355186e-03,4.972165908136715745e-03
1.700000000000000000e+02,3.656984614965345850e-03,4.033435399074321477e-03
1.750000000000000000e+02,2.944442496779698781e-03,3.252831068132816094e-03
1.800000000000000000e+02,2.357138374398949719e-03,2.607936503024672632e-03
1.850000000000000000e+02,1.876141613487219148e-03,2.078616794050368571e-03
1.900000000000000000e+02,1.484710553952207218e-03,1.646975542395249549e-03
1.950000000000000000e+02,1.168184114931643258e-03,1.297266109979795280e-03
2.000000000000000000e+02,9.138445591571311066e-04,1.015768125171249026e-03
2.050000000000000000e+02,7.107610201035268827e-04,7.906394655899436508e-04
2.100000000000000000e+02,5.496222052226612835e-04,6.117528624488955237e-04
2.150000000000000000e+02,4.225653834538548406e-04,4.705250189688285276e-04
2.200000000000000000e+02,3.230074316977088228e-04,3.597448044425985837e-04
2.250000000000000000e+02,2.454824227796702598e-04,2.734057558273076988e-04
2.300000000000000000e+02,1.854890390393045842e-04,2.065468535421584990e-04
2.350000000000000000e+02,1.393500269067926025e-04,1.551043835202967221e-04
2.400000000000000000e+02,1.040849895791463978e-04,1.157766835091527980e-04
2.450000000000000000e+02,7.729705537255398336e-05,8.590271393665640793e-05
2.500000000000000000e+02,5.707335647618923887e-05,6.335469629872681017e-05
2.550000000000000000e+02,4.189879697907190079e-05,4.644451960313665165e-05
2.600000000000000000e+02,3.058226525608862548e-05,3.384321577388000642e-05
2.650000000000000000e+02,2.219423606196549166e-05,2.451253149450971779e-05
2.700000000000000000e+02,1.601459268467574434e-05,1.764745777958304525e-05
