x, lambda_eff
0.000000000000000000e+00,8.863964851803223155e+01
4.000000000000000000e+00,8.854407285820154527e+01
8.000000000000000000e+00,8.844733508154449453e+01
1.200000000000000000e+01,8.834944283131603981e+01
1.600000000000000000e+01,8.825040376536246356e+01
2.000000000000000000e+01,8.815022555584039310e+01
2.400000000000000000e+01,8.804891588893501364e+01
2.800000000000000000e+01,8.794648246457754226e+01
3.200000000000000000e+01,8.784293299616197714e+01
3.600000000000000000e+01,8.773827521026107945e+01
4.000000000000000000e+01,8.763251684634182936e+01
4.400000000000000000e+01,8.752566565648007213e+01
4.800000000000000000e+01,8.741772940507468093e+01
5.200000000000000000e+01,8.730871586856112287e+01
5.600000000000000000e+01,8.719863283512439978e+01
6.000000000000000000e+01,8.708748810441167620e+01
6.400000000000000000e+01,8.697528948724411180e+01
6.800000000000000000e+01,8.686204480532857986e+01
7.200000000000000000e+01,8.674776189096870382e+01
7.600000000000000000e+01,8.663244858677566640e+01
8.000000000000000000e+01,8.651611274537850704e+01
8.400000000000000000e+01,8.639876222913424897e+01
8.800000000000000000e+01,8.628040490983748612e+01
9.200000000000000000e+01,8.616104866843001275e+01
9.600000000000000000e+01,8.604070139470985623e+01
1.000000000000000000e+02,8.591937098704032394e+01
1.040000000000000000e+02,8.579706535205876605e+01
1.080000000000000000e+02,8.567379240438509669e+01
1.120000000000000000e+02,8.554956006633034349e+01
1.160000000000000000e+02,8.542437626760485614e+01
1.200000000000000000e+02,8.529824894502665700e+01
1.240000000000000000e+02,8.517118604222952172e+01
1.280000000000000000e+02,8.504319550937107408e+01
1.320000000000000000e+02,8.491428530284098031e+01
1.360000000000000000e+02,8.478446338496898704e+01
1.400000000000000000e+02,8.465373772373310146e+01
1.440000000000000000e+02,8.452211629246767188e+01
1.480000000000000000e+02,8.438960706957182367e+01
1.520000000000000000e+02,8.425621803821771039e+01
1.560000000000000000e+02,8.412195718605906336e+01
1.600000000000000000e+02,8.398683250493982655e+01
1.640000000000000000e+02,8.385085199060296191e+01
1.680000000000000000e+02,8.371402364239952476e+01
1.720000000000000000e+02,8.357635546299779605e+01
1.760000000000000000e+02,8.343785545809289772e+01
1.800000000000000000e+02,8.329853163611636546e+01
1.840000000000000000e+02,8.315839200794628994e+01
1.880000000000000000e+02,8.301744458661760007e+01
1.920000000000000000e+02,8.287569738703270161e+01
1.960000000000000000e+02,8.273315842567245681e+01
2.000000000000000000e+02,8.258983572030757614e+01
2.040000000000000000e+02,8.244573728971037951e+01
2.080000000000000000e+02,8.230087115336688441e+01
2.120000000000000000e+02,8.215524533118949080e+01
2.160000000000000000e+02,8.200886784322986500e+01
2.200000000000000000e+02,8.186174670939264786e+01
2.240000000000000000e+02,8.171388994914916282e+01
