x, lambda_eff
0.000000000000000000e+00,4.597807828236960859e+01
4.000000000000000000e+00,4.597805336669115661e+01
8.000000000000000000e+00,4.597800353541743590e+01
1.200000000000000000e+01,4.597792878871482003e+01
1.600000000000000000e+01,4.597782912683284451e+01
2.000000000000000000e+01,4.597770455010424939e+01
2.400000000000000000e+01,4.597755505894494377e+01
2.800000000000000000e+01,4.597738065385399864e+01
3.200000000000000000e+01,4.597718133541371088e+01
3.600000000000000000e+01,4.597695710428948246e+01
4.000000000000000000e+01,4.597670796122994119e+01
4.400000000000000000e+01,4.597643390706686972e+01
4.800000000000000000e+01,4.597613494271518420e+01
5.200000000000000000e+01,4.597581106917299820e+01
5.600000000000000000e+01,4.597546228752158015e+01
6.000000000000000000e+01,4.597508859892531063e+01
6.400000000000000000e+01,4.597469000463177480e+01
6.800000000000000000e+01,4.597426650597164155e+01
7.200000000000000000e+01,4.597381810435876304e+01
7.600000000000000000e+01,4.597334480129009648e+01
8.000000000000000000e+01,4.597284659834572551e+01
8.400000000000000000e+01,4.597232349718885303e+01
8.800000000000000000e+01,4.597177549956580123e+01
9.200000000000000000e+01,4.597120260730596897e+01
9.600000000000000000e+01,4.597060482232189571e+01
1.000000000000000000e+02,4.596998214660916204e+01
1.040000000000000000e+02,4.596933458224643942e+01
1.080000000000000000e+02,4.596866213139551149e+01
1.120000000000000000e+02,4.596796479630116750e+01
1.160000000000000000e+02,4.596724257929126622e+01
1.200000000000000000e+02,4.596649548277671471e+01
1.240000000000000000e+02,4.596572350925145400e+01
1.280000000000000000e+02,4.596492666129244498e+01
1.320000000000000000e+02,4.596410494155966120e+01
1.360000000000000000e+02,4.596325835279605343e+01
1.400000000000000000e+02,4.596238689782759934e+01
1.440000000000000000e+02,4.596149057956323247e+01
1.480000000000000000e+02,4.596056940099483512e+01
1.520000000000000000e+02,4.595962336519728098e+01
1.560000000000000000e+02,4.595865247532834275e+01
1.600000000000000000e+02,4.595765673462875611e+01
1.640000000000000000e+02,4.595663614642213446e+01
1.680000000000000000e+02,4.595559071411500440e+01
1.720000000000000000e+02,4.595452044119678447e+01
1.760000000000000000e+02,4.595342533123973539e+01
1.800000000000000000e+02,4.595230538789901686e+01
1.840000000000000000e+02,4.595116061491260240e+01
1.880000000000000000e+02,4.594999101610128633e+01
1.920000000000000000e+02,4.594879659536866257e+01
1.960000000000000000e+02,4.594757735670115295e+01
2.000000000000000000e+02,4.594633330416791495e+01
2.040000000000000000e+02,4.594506444192089845e+01
2.080000000000000000e+02,4.594377077419473920e+01
2.120000000000000000e+02,4.594245230530687962e+01
2.160000000000000000e+02,4.594110903965736981e+01
2.200000000000000000e+02,4.593974098172903808e+01
2.240000000000000000e+02,4.593834813608732759e+01
2.280000000000000000e+02,4.593693050738031047e+01
2.320000000000000000e+02,4.593548810033876606e+01
2.360000000000000000e+02,4.593402091977599611e+01
2.400000000000000000e+02,4.593252897058795980e+01
2.440000000000000000e+02,4.593101225775312457e+01
2.480000000000000000e+02,4.592947078633256552e+01
2.520000000000000000e+02,4.592790456146983757e+01
2.560000000000000000e+02,4.592631358839104649e+01
2.600000000000000000e+02,4.592469787240473522e+01
2.640000000000000000e+02,4.592305741890191939e+01
2.680000000000000000e+02,4.592139223335609444e+01
2.720000000000000000e+02,4.591970232132310770e+01
2.760000000000000000e+02,4.591798768844126499e+01
2.800000000000000000e+02,4.591624834043116010e+01
2.840000000000000000e+02,4.591448428309583818e+01
2.880000000000000000e+02,4.591269552232055418e+01
2.920000000000000000e+02,4.591088206407294336e+01
2.960000000000000000e+02,4.590904391440287924e+01
3.000000000000000000e+02,4.590718107944246640e+01
3.040000000000000000e+02,4.590529356540606898e+01
3.080000000000000000e+02,4.590338137859021117e+01
3.120000000000000000e+02,4.590144452537360564e+01
3.160000000000000000e+02,4.589948301221708959e+01
3.200000000000000000e+02,4.589749684566364607e+01
3.240000000000000000e+02,4.589548603233829027e+01
3.280000000000000000e+02,4.589345057894816904e+01
3.320000000000000000e+02,4.589139049228240452e+01
3.360000000000000000e+02,4.588930577921213683e+01
3.400000000000000000e+02,4.588719644669050268e+01
3.440000000000000000e+02,4.588506250175255019e+01
3.480000000000000000e+02,4.588290395151526013e+01
3.520000000000000000e+02,4.588072080317749624e+01
3.560000000000000000e+02,4.587851306401998386e+01
3.600000000000000000e+02,4.587628074140528156e+01
3.640000000000000000e+02,4.587402384277773137e+01
3.680000000000000000e+02,4.587174237566342327e+01
3.720000000000000000e+02,4.586943634767020939e+01
3.760000000000000000e+02,4.586710576648761872e+01
3.800000000000000000e+02,4.586475063988688561e+01
3.840000000000000000e+02,4.586237097572082178e+01
3.880000000000000000e+02,4.585996678192388032e+01
3.920000000000000000e+02,4.585753806651210596e+01
3.960000000000000000e+02,4.585508483758303555e+01
4.000000000000000000e+02,4.585260710331574074e+01
4.040000000000000000e+02,4.585010487197070006e+01
4.080000000000000000e+02,4.584757815188991970e+01
4.120000000000000000e+02,4.584502695149675588e+01
4.160000000000000000e+02,4.584245127929589358e+01
4.200000000000000000e+02,4.583985114387341753e+01
4.240000000000000000e+02,4.583722655389667722e+01
4.280000000000000000e+02,4.583457751811423009e+01
4.320000000000000000e+02,4.583190404535593387e+01
4.360000000000000000e+02,4.582920614453277608e+01
