x, current_density, J_max, J_min
0.000000000000000000e+00,7.523713267361904144e+09,4.442260856914830780e+10,2.923518477048280640e+11
1.000000000000000000e+00,1.411229942759144020e+10,4.417531868014221954e+10,2.818063176441780396e+11
2.000000000000000000e+00,3.904023185901550293e+10,4.392940539397811890e+10,2.716411792421856384e+11
3.000000000000000000e+00,1.152419027566076813e+11,4.368486104744181061e+10,2.618427112526789551e+11
4.000000000000000000e+00,2.242857926973848267e+11,4.344167801997837830e+10,2.523976873735579834e+11
5.000000000000000000e+00,2.665457265358380127e+11,4.319984873345468140e+10,2.432933583934868469e+11
6.000000000000000000e+00,2.632141497772158203e+11,4.295936565192319489e+10,2.345174349825787964e+11
7.000000000000000000e+00,2.537196562627726135e+11,4.272022128138719177e+10,2.260580711038449097e+11
8.000000000000000000e+00,2.445676420837758484e+11,4.248240816956722260e+10,2.179038480230143738e+11
9.000000000000000000e+00,2.357457535433138428e+11,4.224591890566884613e+10,2.100437588951423340e+11
1.000000000000000000e+01,2.272420825591779785e+11,4.201074612015172577e+10,2.024671939072000122e+11
1.100000000000000000e+01,2.190451505899323120e+11,4.177688248449998474e+10,1.951639259565915527e+11
1.200000000000000000e+01,2.111438931407920532e+11,4.154432071099379730e+10,1.881240968462666321e+11
1.300000000000000000e+01,2.035276448283957825e+11,4.131305355248231506e+10,1.813382039777941589e+11
1.400000000000000000e+01,1.961861249843119202e+11,4.108307380215779877e+10,1.747970875244346008e+11
1.500000000000000000e+01,1.891094237778461609e+11,4.085437429333111572e+10,1.684919180668975525e+11
1.600000000000000000e+01,1.822879888394184265e+11,4.062694789920828247e+10,1.624141846750941467e+11
1.700000000000000000e+01,1.757126123664528198e+11,4.040078753266851807e+10,1.565556834197970276e+11
1.800000000000000000e+01,1.693744186943755493e+11,4.017588614604326630e+10,1.509085062987002258e+11
1.900000000000000000e+01,1.632648523159439697e+11,3.995223673089665985e+10,1.454650305619314880e+11
2.000000000000000000e+01,1.573756663327349548e+11,3.972983231780711365e+10,1.402179084226076660e+11
2.100000000000000000e+01,1.516989113232037048e+11,3.950866597615007782e+10,1.351600571385445557e+11
2.200000000000000000e+01,1.462269246122866516e+11,3.928873081388214111e+10,1.302846494517329407e+11
2.300000000000000000e+01,1.409523199280649719e+11,3.907001997732621002e+10,1.255851043726757355e+11
2.400000000000000000e+01,1.358679774315257721e+11,3.885252665095795441e+10,1.210550782971468201e+11
