x, o_total, cc
0.000000000000000000e+00,2.832584025653457349e-01,2.841647429249650192e-01
4.000000000000000000e+00,2.832578389208176839e-01,2.841644602008273623e-01
8.000000000000000000e+00,2.832567116351270564e-01,2.841636120301025970e-01
1.200000000000000000e+01,2.832550207150049126e-01,2.841621984178551719e-01
1.600000000000000000e+01,2.832527661705485089e-01,2.841602193725262238e-01
2.000000000000000000e+01,2.832499480152195215e-01,2.841576749059328000e-01
2.400000000000000000e+01,2.832465662658456562e-01,2.841545650332681361e-01
2.800000000000000000e+01,2.832426209426194275e-01,2.841508897731016559e-01
3.200000000000000000e+01,2.832381120690985465e-01,2.841466491473781386e-01
3.600000000000000000e+01,2.832330396722050891e-01,2.841418431814184964e-01
4.000000000000000000e+01,2.832274037822256618e-01,2.841364719039187192e-01
4.400000000000000000e+01,2.832212044328110689e-01,2.841305353469496531e-01
4.800000000000000000e+01,2.832144416609759796e-01,2.841240335459569444e-01
5.200000000000000000e+01,2.832071155070980950e-01,2.841169665397608179e-01
5.600000000000000000e+01,2.831992260149187035e-01,2.841093343705553553e-01
6.000000000000000000e+01,2.831907732315411264e-01,2.841011370839081063e-01
6.400000000000000000e+01,2.831817572074311062e-01,2.840923747287598111e-01
6.800000000000000000e+01,2.831721779964159191e-01,2.840830473574238457e-01
7.200000000000000000e+01,2.831620356556840967e-01,2.840731550255855553e-01
7.600000000000000000e+01,2.831513302457842052e-01,2.840626977923020324e-01
8.000000000000000000e+01,2.831400618306252337e-01,2.840516757200012288e-01
8.400000000000000000e+01,2.831282304774751513e-01,2.840400888744813446e-01
8.800000000000000000e+01,2.831158362569605180e-01,2.840279373249103290e-01
9.200000000000000000e+01,2.831028792430660967e-01,2.840152211438252139e-01
9.600000000000000000e+01,2.830893595131331875e-01,2.840019404071312259e-01
1.000000000000000000e+02,2.830752771478601826e-01,2.839880951941010090e-01
1.040000000000000000e+02,2.830606322313005130e-01,2.839736855873740695e-01
1.080000000000000000e+02,2.830454248508628146e-01,2.839587116729557215e-01
1.120000000000000000e+02,2.830296550973092629e-01,2.839431735402163648e-01
1.160000000000000000e+02,2.830133230647549625e-01,2.839270712818907083e-01
1.200000000000000000e+02,2.829964288506673920e-01,2.839104049940764374e-01
1.240000000000000000e+02,2.829789725558647939e-01,2.838931747762335478e-01
1.280000000000000000e+02,2.829609542845156200e-01,2.838753807311836797e-01
1.320000000000000000e+02,2.829423741441374207e-01,2.838570229651081189e-01
1.360000000000000000e+02,2.829232322455955684e-01,2.838381015875479640e-01
1.400000000000000000e+02,2.829035287031024248e-01,2.838186167114020719e-01
1.440000000000000000e+02,2.828832636342156759e-01,2.837985684529263919e-01
