x, screening_profile, B_max, B_min
0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
5.000000000000000000e+00,9.284565337460584544e+01,9.238021081023737224e+01,8.321936745175869987e+01
1.000000000000000000e+01,8.612299591884683991e+01,8.534103349343897094e+01,6.925463119070833784e+01
1.500000000000000000e+01,7.981134247252445846e+01,7.883822664887422604e+01,5.763326600795585364e+01
2.000000000000000000e+01,7.389072426939966931e+01,7.283091997728273270e+01,4.796203941361032719e+01
2.500000000000000000e+01,6.834187036822851269e+01,6.728135741004908255e+01,3.991370581696970277e+01
3.000000000000000000e+01,6.314619178313522241e+01,6.215465981139261231e+01,3.321593350743800244e+01
3.500000000000000000e+01,5.828576611203173741e+01,5.741860576215037781e+01,2.764208975808666935e+01
4.000000000000000000e+01,5.374332262535542526e+01,5.304342904737362119e+01,2.300357224712710291e+01
4.500000000000000000e+01,4.950222777742055769e+01,4.900163157494243649e+01,1.914342731536748232e+01
5.000000000000000000e+01,4.554647110303733371e+01,4.526781054938766147e+01,1.593103912043601333e+01
5.500000000000000000e+01,4.186065146251047508e+01,4.181849881470319730e+01,1.325770998451906912e+01
6.000000000000000000e+01,3.842996359831346354e+01,3.863201736269943609e+01,1.103298238770542206e+01
6.500000000000000000e+01,3.524018496863043026e+01,3.568833907990923393e+01,9.181578154112399304e+00
7.000000000000000000e+01,3.227766282223979744e+01,3.296896287669247982e+01,7.640851261941199013e+00
7.500000000000000000e+01,2.952930148145050993e+01,3.045679740743742059e+01,6.358668088117186201e+00
8.000000000000000000e+01,2.698254980005197368e+01,2.813605365103759581e+01,5.291643361287961866e+00
8.500000000000000000e+01,2.462538876521279363e+01,2.599214567651002739e+01,4.403672133066823591e+00
9.000000000000000000e+01,2.244631921340596037e+01,2.401159897006396093e+01,3.664708093787579557e+00
9.500000000000000000e+01,2.043434963203098675e+01,2.218196574745387295e+01,3.049746894603426739e+00
