x, lambda_eff
0.000000000000000000e+00,1.013737990748387290e+02
1.000000000000000000e+00,1.013546062600335915e+02
2.000000000000000000e+00,1.013352152300065541e+02
3.000000000000000000e+00,1.013156262881528562e+02
4.000000000000000000e+00,1.012958397386405238e+02
5.000000000000000000e+00,1.012758558864081806e+02
6.000000000000000000e+00,1.012556750371625327e+02
7.000000000000000000e+00,1.012352974973761235e+02
8.000000000000000000e+00,1.012147235742849460e+02
9.000000000000000000e+00,1.011939535758861410e+02
1.000000000000000000e+01,1.011729878109356093e+02
1.100000000000000000e+01,1.011518265889455677e+02
1.200000000000000000e+01,1.011304702201824881e+02
1.300000000000000000e+01,1.011089190156644690e+02
1.400000000000000000e+01,1.010871732871589899e+02
1.500000000000000000e+01,1.010652333471806799e+02
1.600000000000000000e+01,1.010430995089888739e+02
1.700000000000000000e+01,1.010207720865852252e+02
1.800000000000000000e+01,1.009982513947116018e+02
1.900000000000000000e+01,1.009755377488474863e+02
2.000000000000000000e+01,1.009526314652077872e+02
2.100000000000000000e+01,1.009295328607405651e+02
2.200000000000000000e+01,1.009062422531245318e+02
2.300000000000000000e+01,1.008827599607669043e+02
2.400000000000000000e+01,1.008590863028009750e+02
2.500000000000000000e+01,1.008352215990838801e+02
2.600000000000000000e+01,1.008111661701941983e+02
2.700000000000000000e+01,1.007869203374296490e+02
2.800000000000000000e+01,1.007624844228049170e+02
2.900000000000000000e+01,1.007378587490490816e+02
3.000000000000000000e+01,1.007130436396035265e+02
3.100000000000000000e+01,1.006880394186195957e+02
3.200000000000000000e+01,1.006628464109561634e+02
3.300000000000000000e+01,1.006374649421775302e+02
3.400000000000000000e+01,1.006118953385509371e+02
3.500000000000000000e+01,1.005861379270444047e+02
3.600000000000000000e+01,1.005601930353242892e+02
3.700000000000000000e+01,1.005340609917531935e+02
3.800000000000000000e+01,1.005077421253875087e+02
3.900000000000000000e+01,1.004812367659751686e+02
4.000000000000000000e+01,1.004545452439533904e+02
