x, screening_profile, B_max, B_min
0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
5.000000000000000000e+00,9.362331026487973418e+01,9.325263182722051170e+01,8.321936745175869987e+01
1.000000000000000000e+01,8.759887464139718816e+01,8.696053342703140743e+01,6.925463119070833784e+01
1.500000000000000000e+01,8.191042229331229407e+01,8.109298607169662887e+01,5.763326600795585364e+01
2.000000000000000000e+01,7.654228471963908476e+01,7.562134373913846730e+01,4.796203941361032719e+01
2.500000000000000000e+01,7.147937738904104776e+01,7.051889325985567325e+01,3.991370581696970277e+01
3.000000000000000000e+01,6.670718273882437188e+01,6.576072390024383196e+01,3.321593350743800244e+01
3.500000000000000000e+01,6.221173364294172359e+01,6.132360574560939170e+01,2.764208975808666935e+01
4.000000000000000000e+01,5.797959732955656165e+01,5.718587628912936793e+01,2.300357224712710291e+01
4.500000000000000000e+01,5.399785972941894840e+01,5.332733467307160424e+01,1.914342731536748232e+01
5.000000000000000000e+01,5.025411023778099917e+01,4.972914306594917377e+01,1.593103912043601333e+01
5.500000000000000000e+01,4.673642687250404748e+01,4.637373469412134597e+01,1.325770998451906912e+01
6.000000000000000000e+01,4.343336181175323674e+01,4.324472807884100689e+01,1.103298238770542206e+01
6.500000000000000000e+01,4.033392729629225215e+01,4.032684706004425124e+01,9.181578154112399304e+00
7.000000000000000000e+01,3.742758188072004799e+01,3.760584621642937009e+01,7.640851261941199013e+00
7.500000000000000000e+01,3.470421701954209937e+01,3.506844131771761397e+01,6.358668088117186201e+00
8.000000000000000000e+01,3.215414397457052331e+01,3.270224446955608499e+01,5.291643361287961866e+00
8.500000000000000000e+01,2.976808103086055013e+01,3.049570363443271859e+01,4.403672133066823591e+00
9.000000000000000000e+01,2.753714100851101776e+01,2.843804623333785031e+01,3.664708093787579557e+00
9.500000000000000000e+01,2.545281905903238240e+01,2.651922655282929497e+01,3.049746894603426739e+00
1.000000000000000000e+02,2.350698073533279953e+01,2.472987670073640842e+01,2.537980074568626510e+00
1.050000000000000000e+02,2.169185032498533516e+01,2.306126087106330758e+01,2.112090964107684155e+00
1.100000000000000000e+02,1.999999943712924377e+01,2.150523269480753541e+01,1.757668740336166158e+00
1.150000000000000000e+02,1.842433583401419028e+01,2.005419546847592116e+01,1.462720807605052187e+00
1.200000000000000000e+02,1.695809249892388948e+01,1.870106506612899366e+01,1.217267003674180614e+00
1.250000000000000000e+02,1.559481693274982206e+01,1.743923535388622170e+01,1.013001900656630205e+00
1.300000000000000000e+02,1.432836067206705621e+01,1.626254593804199899e+01,8.430137740007405123e-01
1.350000000000000000e+02,1.315286902221508925e+01,1.516525208933490809e+01,7.015507302546146740e-01
1.400000000000000000e+02,1.206277099957493171e+01,1.414199669653735114e+01,5.838260800710840526e-01
1.450000000000000000e+02,1.105276947764557782e+01,1.318778411243966531e+01,4.858563708535543202e-01
1.500000000000000000e+02,1.011783153222571485e+01,1.229795576454203676e+01,4.043265985483987524e-01
1.550000000000000000e+02,9.253178981496223088e+00,1.146816741138282936e+01,3.364780377511891740e-01
1.600000000000000000e+02,8.454279117363643792e+00,1.069436793346611658e+01,2.800148946306296738e-01
1.650000000000000000e+02,7.716835624884396339e+00,9.972779555243489469e+00,2.330266240823185842e-01
1.700000000000000000e+02,7.036779687151978102e+00,9.299879401591528705e+00,1.939232825554930706e-01
1.750000000000000000e+02,6.410261273442317886e+00,8.672382298741666773e+00,1.613817290843680141e-01
1.800000000000000000e+02,5.833640608878991607e+00,8.087224735694610089e+00,1.343008541267219358e-01
1.850000000000000000e+02,5.303479824284666577e+00,7.541549907817203469e+00,1.117643212865671448e-01
1.900000000000000000e+02,4.816534785276083142e+00,7.032693769602863298e+00,9.300956121143245936e-02
1.950000000000000000e+02,4.369747100005099583e+00,6.558172028503634898e+00,7.740196850981044541e-02
2.000000000000000000e+02,3.960236305277818669e+00,6.115668016336254453e+00,6.441342858907370128e-02
2.050000000000000000e+02,3.585292231066269153e+00,5.703021379049127759e+00,5.360444782581742090e-02
2.100000000000000000e+02,3.242367543680372499e+00,5.318217529632356388e+00,4.460928240665326672e-02
2.150000000000000000e+02,2.929070468081153678e+00,4.959377812678763320e+00,3.712356264358552399e-02
2.200000000000000000e+02,2.643157689994337201e+00,4.624750332578189571e+00,3.089399400754925390e-02
2.250000000000000000e+02,2.382527438623459393e+00,4.312701400567296339e+00,2.570978639366671911e-02
2.300000000000000000e+02,2.145212750860359119e+00,4.021707558878402367e+00,2.139552161000776373e-02
2.350000000000000000e+02,1.929374917954929547e+00,3.750348143048374272e+00,1.780521774685279654e-02
2.400000000000000000e+02,1.733297115625017204e+00,3.497298346075902842e+00,1.481738958233917713e-02
2.450000000000000000e+02,1.555378218575563354e+00,3.261322750565634365e+00,1.233093788328545187e-02
2.500000000000000000e+02,1.394126800339984928e+00,3.041269297282350959e+00,1.026172850733945117e-02
2.550000000000000000e+02,1.248155319267596486e+00,2.836063660669007724e+00,8.539745553424689384e-03
2.600000000000000000e+02,1.116174491356257459e+00,2.644704003869262632e+00,7.106722231549715378e-03
2.650000000000000000e+02,9.969878504696532140e-01,2.466256087647964002e+00,5.914169287649180887e-03
2.700000000000000000e+02,8.894864962888937576e-01,2.299848709330767793e+00,4.921734271207831024e-03
2.750000000000000000e+02,7.926440301284415346e-01,2.144669449495304026e+00,4.095836128155581901e-03
2.800000000000000000e+02,7.055116785004860169e-01,1.999960705648733184e+00,3.408528917711679297e-03
2.850000000000000000e+02,6.272136040418919700e-01,1.865015993527694871e+00,2.836556204729935755e-03
2.900000000000000000e+02,5.569424031279832654e-01,1.739176497963160095e+00,2.360564130989865547e-03
2.950000000000000000e+02,4.939547891895291198e-01,1.621827856471132590e+00,1.964446538102870322e-03
3.000000000000000000e+02,4.375674604285593183e-01,1.512397159866327279e+00,1.634799982937180365e-03
3.050000000000000000e+02,3.871531502970046446e-01,1.410350155255486460e+00,1.360470204901780347e-03
3.100000000000000000e+02,3.421368587647108384e-01,1.315188637755031476e+00,1.132174698888906714e-03
3.150000000000000000e+02,3.019922620631427801e-01,1.226448018199136847e+00,9.421886228642016754e-04
3.200000000000000000e+02,2.662382982518390895e-01,1.143695054963483448e+00,7.840834121500262193e-04
3.250000000000000000e+02,2.344359256205602038e-01,1.066525738831224146e+00,6.525092558854177910e-04
3.300000000000000000e+02,2.061850506140616990e-01,9.945633205748254380e-01,5.430140753120221101e-04
3.350000000000000000e+02,1.811216216523672817e-01,9.274564716242205131e-01,4.518928786486812814e-04
3.400000000000000000e+02,1.589148849204285452e-01,8.648775688414640506e-01,3.760623951709760526e-04
3.450000000000000000e+02,1.392647979200490049e-01,8.065210950279465552e-01,3.129567464852193179e-04
3.500000000000000000e+02,1.218995963167410629e-01,7.521021473552780279e-01,2.604406248226035620e-04
3.550000000000000000e+02,1.065735093770957959e-01,7.013550464378374150e-01,2.167370405647786906e-04
3.600000000000000000e+02,9.306461908036328667e-02,6.540320392563077068e-01,1.803671941916704373e-04
3.650000000000000000e+02,8.117285780296572273e-02,6.099020895997467884e-01,1.501004380967933696e-04
3.700000000000000000e+02,7.071813931788356600e-02,5.687497501209768380e-01,1.249126351264700249e-04
3.750000000000000000e+02,6.153861772322385265e-02,5.303741104985509880e-01,1.039515048195716783e-04
3.800000000000000000e+02,5.348906881631158156e-02,4.945878165701093621e-01,8.650778476743199090e-05
3.850000000000000000e+02,4.643938836151276228e-02,4.612161556484130620e-01,7.199123127998575912e-05
3.900000000000000000e+02,4.027320166147031755e-02,4.300962035544748097e-01,5.991064729193688876e-05
3.950000000000000000e+02,3.488657883193711090e-02,4.010760292035075447e-01,4.985726171260406955e-05
