x, current_density, J_max, J_min
0.000000000000000000e+00,1.593101329501154175e+11,1.721648742396831665e+11,2.923518477048280640e+11
4.000000000000000000e+00,1.490370320464523621e+11,1.578922888148601074e+11,2.523976873735579834e+11
8.000000000000000000e+00,1.393044047596059265e+11,1.448029104501791687e+11,2.179038480230143738e+11
1.200000000000000000e+01,1.300897533076123352e+11,1.327986504738615570e+11,1.881240968462666321e+11
1.600000000000000000e+01,1.213708721315944824e+11,1.217895518318777466e+11,1.624141846750941467e+11
2.000000000000000000e+01,1.131259642889783478e+11,1.116931149712935028e+11,1.402179084226076660e+11
2.400000000000000000e+01,1.053337479093859711e+11,1.024336796083457794e+11,1.210550782971468201e+11
2.800000000000000000e+01,9.797355071822361755e+10,9.394185774836682129e+10,1.045111294725717010e+11
3.200000000000000000e+01,9.102539114383656311e+10,8.615401370874276733e+10,9.022815347590487671e+10
3.600000000000000000e+01,8.447004489851683044e+10,7.901178724832357788e+10,7.789715526716250610e+10
4.000000000000000000e+01,7.828909630172792053e+10,7.246165622972982788e+10,6.725136850259112549e+10
4.400000000000000000e+01,7.246497395545626831e+10,6.645453553725236511e+10,5.806048436505438995e+10
4.800000000000000000e+01,6.698097062978681946e+10,6.094540924473159027e+10,5.012566910924414825e+10
5.200000000000000000e+01,6.182124760398625946e+10,5.589299327697003174e+10,4.327526253228630066e+10
5.600000000000000000e+01,5.697082389331694031e+10,5.125942603674409485e+10,3.736106431131771851e+10
6.000000000000000000e+01,5.241555115705597687e+10,4.700998467904700470e+10,3.225512786740505981e+10
6.400000000000000000e+01,4.814207533090621948e+10,4.311282490639071655e+10,2.784699239490045547e+10
6.800000000000000000e+01,4.413778635923400879e+10,3.953874233525455475e+10,2.404129317451157379e+10
7.200000000000000000e+01,4.039075771406234741e+10,3.626095364541787720e+10,2.075569847207849503e+10
7.600000000000000000e+01,3.688967770863292694e+10,3.325489587216226196e+10,1.791912839033850098e+10
8.000000000000000000e+01,3.362377491169227219e+10,3.049804233728696442e+10,1.547021714067522812e+10
8.400000000000000000e+01,3.058274025049658203e+10,2.796973383956863785e+10,1.335598546794722366e+10
8.800000000000000000e+01,2.775664857628962326e+10,2.565102383964697647e+10,1.153069450790085030e+10
9.200000000000000000e+01,2.513588258343048096e+10,2.352453647918894196e+10,9.954856281748403549e+09
9.600000000000000000e+01,2.271106195268104553e+10,2.157433637036093903e+10,8.594379421149587631e+09
1.000000000000000000e+02,2.047298042627379227e+10,1.978580917984259796e+10,7.419831642381752968e+09
1.040000000000000000e+02,1.841255320144722748e+10,1.814555211250719070e+10,6.405803014212914467e+09
1.080000000000000000e+02,1.652077655069879723e+10,1.664127347407954788e+10,5.530356244542406082e+09
1.120000000000000000e+02,1.478870096166373062e+10,1.526170056011812210e+10,4.774552093420431137e+09
1.160000000000000000e+02,1.320741837309386635e+10,1.399649518106323433e+10,4.122039645326980114e+09
1.200000000000000000e+02,1.176806331548710823e+10,1.283617619031637383e+10,3.558702576742664337e+09
1.240000000000000000e+02,1.046182700566717148e+10,1.177204843479455757e+10,3.072353766435037136e+09
1.280000000000000000e+02,9.279982755866422653e+09,1.079613759553212738e+10,2.652471641720489025e+09
1.320000000000000000e+02,8.213920496763941765e+09,9.901130430041112900e+09,2.289972556869665146e+09
1.360000000000000000e+02,7.255187823610376358e+09,9.080319968620609283e+09,1.977014279336369991e+09
1.400000000000000000e+02,6.395534782246164322e+09,8.327555253929509163e+09,1.706826332470483303e+09
1.440000000000000000e+02,5.626959621188851357e+09,7.637195247182864189e+09,1.473563524383113146e+09
1.480000000000000000e+02,4.941752931717506409e+09,7.004066555556026459e+09,1.272179494236817122e+09
1.520000000000000000e+02,4.332537947826395988e+09,6.423424664015772820e+09,1.098317540286688089e+09
1.560000000000000000e+02,3.792305236506398201e+09,5.890918381059078217e+09,9.482163678680133820e+08
1.600000000000000000e+02,3.314440526043688774e+09,5.402557231924360275e+09,8.186287183013732433e+08
1.640000000000000000e+02,2.892744948354305744e+09,4.954681554927741051e+09,7.067511183492141962e+08
1.680000000000000000e+02,2.521447467242015839e+09,4.543935076833420753e+09,6.101632304377310276e+08
1.720000000000000000e+02,2.195209695544120789e+09,4.167239761744541168e+09,5.267754915588970780e+08
1.760000000000000000e+02,1.909123651110342503e+09,3.821772745038126469e+09,4.547839080831608772e+08
1.800000000000000000e+02,1.658703253444496632e+09,3.504945179492561340e+09,3.926310285228374004e+08
1.840000000000000000e+02,1.439870522146290302e+09,3.214382835085499763e+09,3.389722499387817383e+08
1.880000000000000000e+02,1.248937512232032537e+09,2.947908307081761837e+09,2.926467290699023604e+08
1.920000000000000000e+02,1.082585024227200508e+09,2.703524699082866192e+09,2.526522688827175796e+08
1.960000000000000000e+02,9.378390742997708321e+08,2.479400658762883186e+09,2.181236372416030765e+08
2.000000000000000000e+02,8.120469960200899839e+08,2.273856654151986599e+09,1.883138486501869261e+08
2.040000000000000000e+02,7.015716079616944790e+08,2.085352387625440836e+09,1.625780041168402433e+08
2.080000000000000000e+02,6.056915762038648129e+08,1.912475253281491995e+09,1.403593395391480327e+08
2.120000000000000000e+02,5.229149545400918126e+08,1.753929751210497379e+09,1.211771807809097767e+08
2.160000000000000000e+02,4.514509701383582950e+08,1.608527779328358173e+09,1.046165448642180264e+08
2.200000000000000000e+02,3.897535854903605580e+08,1.475179730023576021e+09,9.031916231088910997e+07
2.240000000000000000e+02,3.364880517508758903e+08,1.352886324898339748e+09,7.797572641237989068e+07
