x, o_total, cc
0.000000000000000000e+00,3.486410359937555103e-01,3.577358571299537049e-01
5.000000000000000000e+00,3.308468433318578206e-01,3.396783015520618010e-01
1.000000000000000000e+01,3.135805743065429030e-01,3.221479226183792677e-01
1.500000000000000000e+01,2.968435180513861460e-01,3.051461224742775813e-01
2.000000000000000000e+01,2.806367266129411453e-01,2.886740766681958337e-01
2.500000000000000000e+01,2.649609811346953503e-01,2.727326845797021226e-01
3.000000000000000000e+01,2.498167484697695340e-01,2.573225624609988271e-01
3.500000000000000000e+01,2.352041295683356681e-01,2.424440329964386853e-01
4.000000000000000000e+01,2.211228012419149958e-01,2.280969436731538347e-01
4.500000000000000000e+01,2.075719531135585272e-01,2.142807390141007740e-01
5.000000000000000000e+01,1.945502217145162749e-01,2.009943336227269228e-01
5.500000000000000000e+01,1.820556237803580280e-01,1.882360549327070087e-01
6.000000000000000000e+01,1.700854908306432545e-01,1.760035476801048437e-01
6.500000000000000000e+01,1.586364070861874809e-01,1.642938571181061513e-01
7.000000000000000000e+01,1.477041526887840350e-01,1.531030875155666160e-01
7.500000000000000000e+01,1.372836540438532316e-01,1.424266269336682544e-01
8.000000000000000000e+01,1.273689429124962857e-01,1.322589507543209808e-01
8.500000000000000000e+01,1.179531256429220132e-01,1.225936432952461769e-01
9.000000000000000000e+01,1.090283636604032769e-01,1.134233466823751230e-01
9.500000000000000000e+01,1.005858660388745246e-01,1.047397540694683105e-01
1.000000000000000000e+02,9.261589466557783312e-02,9.653361029426417439e-02
1.050000000000000000e+02,8.510778219249183485e-02,8.879472298587062773e-02
1.100000000000000000e+02,7.804996265418347179e-02,8.151198891214722630e-02
1.150000000000000000e+02,7.143001433020104707e-02,7.467341637641553009e-02
1.200000000000000000e+02,6.523471414942348667e-02,6.826619970038912133e-02
1.250000000000000000e+02,5.945010268107787932e-02,6.227675646159772788e-02
1.300000000000000000e+02,5.406155853842328080e-02,5.669080373856077992e-02
1.350000000000000000e+02,4.905388084097653256e-02,5.149343690094693171e-02
1.400000000000000000e+02,4.441137824282186813e-02,4.666921519304900040e-02
1.450000000000000000e+02,4.011796293970221194e-02,4.220225290961995834e-02
1.500000000000000000e+02,3.615724801653977249e-02,3.807631478129822750e-02
1.550000000000000000e+02,3.251264648870643564e-02,3.427491400247460740e-02
1.600000000000000000e+02,2.916747042248002755e-02,3.078141125776042569e-02
1.650000000000000000e+02,2.610502858932124692e-02,2.757911313148600496e-02
1.700000000000000000e+02,2.330872121065132724e-02,2.465136837994487753e-02
1.750000000000000000e+02,2.076213047978424375e-02,2.198166067664515666e-02
1.800000000000000000e+02,1.844910570017906093e-02,1.955369659031754026e-02
1.850000000000000000e+02,1.635384204858194093e-02,1.735148771791296396e-02
1.900000000000000000e+02,1.446095215222051658e-02,1.535942606790274140e-02
1.950000000000000000e+02,1.275552985542522007e-02,1.356235197013592325e-02
2.000000000000000000e+02,1.122320573761021595e-02,1.194561397327683662e-02
2.050000000000000000e+02,9.850194126620845370e-03,1.049512037460045150e-02
2.100000000000000000e+02,8.623331524766127826e-03,9.197382204815316223e-03
2.150000000000000000e+02,7.530106525765439818e-03,8.039547658308639558e-03
2.200000000000000000e+02,6.558681446399407255e-03,7.009428113250230213e-03
2.250000000000000000e+02,5.697906024633044714e-03,6.095516023664140567e-03
2.300000000000000000e+02,4.937323644857656395e-03,5.286995084974327117e-03
2.350000000000000000e+02,4.267170639843756788e-03,4.573743174466857533e-03
2.400000000000000000e+02,3.678369287822243379e-03,3.946328648055219546e-03
2.450000000000000000e+02,3.162515172200772162e-03,3.396000634754602759e-03
2.500000000000000000e+02,2.711859601667755172e-03,2.914674010966190540e-03
2.550000000000000000e+02,2.319287801143535797e-03,2.494909759105862386e-03
2.600000000000000000e+02,1.978293580845912059e-03,2.129891420725115413e-03
2.650000000000000000e+02,1.682951173523790844e-03,1.813398344801929766e-03
2.700000000000000000e+02,1.427884900713714909e-03,1.539776409268761321e-03
2.750000000000000000e+02,1.208237289800367757e-03,1.303906860160357079e-03
2.800000000000000000e+02,1.019636216827519027e-03,1.101173870118143114e-03
2.850000000000000000e+02,8.581615974641856274e-04,9.274313684696543561e-04
2.900000000000000000e+02,7.203120922224179323e-04,7.789696407180801696e-04
2.950000000000000000e+02,6.029722337330712138e-04,6.524821379045483679e-04
3.000000000000000000e+02,5.033803252122790849e-04,5.450328776520547459e-04
3.050000000000000000e+02,4.190974015842662773e-04,4.540247602767697377e-04
3.100000000000000000e+02,3.479774892364730760e-04,3.771690664589155261e-04
3.150000000000000000e+02,2.881393480196544634e-04,3.124563486798356197e-04
3.200000000000000000e+02,2.379398306003733924e-04,2.581288778122308824e-04
3.250000000000000000e+02,1.959489501517656311e-04,2.126547595417699744e-04
3.300000000000000000e+02,1.609267079659267789e-04,1.747037931452072377e-04
3.350000000000000000e+02,1.318016980523227803e-04,1.431251078149454710e-04
3.400000000000000000e+02,1.076514761668336001e-04,1.169265793025992564e-04
3.450000000000000000e+02,8.768465588503734486e-05,9.525600211467515868e-05
3.500000000000000000e+02,7.122467407814056289e-05,7.738396967547638992e-05
3.550000000000000000e+02,5.769515217754318608e-05,6.268839652579367939e-05
3.600000000000000000e+02,4.660676757285744085e-05,5.064060242965598164e-05
3.650000000000000000e+02,3.754554098776073347e-05,4.079286784373313399e-05
3.700000000000000000e+02,3.016244030638786711e-05,3.276736316167298162e-05
3.750000000000000000e+02,2.416419866174232775e-05,2.624635006046416270e-05
3.800000000000000000e+02,1.930524423483516474e-05,2.096355172880462681e-05
3.850000000000000000e+02,1.538064075348556046e-05,1.669658934027517668e-05
3.900000000000000000e+02,1.221994075190442939e-05,1.326038445895730507e-05
3.950000000000000000e+02,9.681857915408301554e-06,1.050143077128841459e-05
4.000000000000000000e+02,7.649669981807477413e-06,8.292843296849407148e-06
4.050000000000000000e+02,6.027269430974978275e-06,6.530098748998080594e-06
4.100000000000000000e+02,4.735785332050956005e-06,5.127386736906002939e-06
4.150000000000000000e+02,3.710706034665039421e-06,4.014497803301909680e-06
4.200000000000000000e+02,2.899438721653690789e-06,3.134180692234195551e-06
4.250000000000000000e+02,2.259248053095016810e-06,2.439907587166814480e-06
4.300000000000000000e+02,1.755522121276849176e-06,1.893992231458854133e-06
4.350000000000000000e+02,1.360319625680779078e-06,1.466011748540645325e-06
4.400000000000000000e+02,1.051157511232744452e-06,1.131488550535395190e-06
4.450000000000000000e+02,8.100032565372069623e-07,8.707939159061291040e-07
4.500000000000000000e+02,6.224405326113039208e-07,6.682396014897590976e-07
4.550000000000000000e+02,4.769810712828216483e-07,5.113282198041307928e-07
4.600000000000000000e+02,3.644992911898478607e-07,3.901370589112464554e-07
4.650000000000000000e+02,2.777695418129444316e-07,2.968135592259051844e-07
4.700000000000000000e+02,2.110887619335618611e-07,2.251638066622631139e-07
4.750000000000000000e+02,1.599699323922738360e-07,1.703181769013249865e-07
4.800000000000000000e+02,1.208939607886535680e-07,1.284606973781907487e-07
4.850000000000000000e+02,9.110959601804937561e-08,9.661080994938503304e-08
4.900000000000000000e+02,6.847266185587394122e-08,7.244804711481760536e-08
4.950000000000000000e+02,5.131734931608850679e-08,5.417170707955938228e-08
5.000000000000000000e+02,3.835354431152750880e-08,4.038895599839397698e-08
5.050000000000000000e+02,2.858521581589206210e-08,3.002592627047575507e-08
5.100000000000000000e+02,2.124577406234419369e-08,2.225734285654477178e-08
5.150000000000000000e+02,1.574705013299088749e-08,1.645101844850015244e-08
5.200000000000000000e+02,1.163916736983093267e-08,1.212423403399282023e-08
5.250000000000000000e+02,8.579089092982718033e-09,8.909582965265790535e-09
5.300000000000000000e+02,6.306051873459735863e-09,6.528320986377174446e-09
5.350000000000000000e+02,4.622442905551648022e-09,4.769646729340665994e-09
5.400000000000000000e+02,3.378965917222614936e-09,3.474650016975052071e-09
5.450000000000000000e+02,2.463172977840185433e-09,2.523920234652820323e-09
5.500000000000000000e+02,1.790628468144482157e-09,1.828013801560114902e-09
5.550000000000000000e+02,1.298124004213721003e-09,1.320146710568460294e-09
5.600000000000000000e+02,9.384857222018492146e-10,9.506122769830788606e-10
5.650000000000000000e+02,6.766134750579943303e-10,6.825315911389678050e-10
5.700000000000000000e+02,4.864697162730545875e-10,4.886296900584241405e-10
5.750000000000000000e+02,3.487979310402014960e-10,3.487982942900409920e-10
5.800000000000000000e+02,2.493995478224572204e-10,2.482595259032633230e-10
5.850000000000000000e+02,1.778368921372309623e-10,1.761871514593910685e-10
5.900000000000000000e+02,1.264600293116694080e-10,1.246748847017281223e-10
5.950000000000000000e+02,8.967899153472547853e-11,8.796701225400793573e-11
6.000000000000000000e+02,6.342127803561979325e-11,6.188658811208457607e-11
6.050000000000000000e+02,4.472876748651404112e-11,4.341189934848018615e-11
6.100000000000000000e+02,3.145917931307404361e-11,3.036381312419122641e-11
6.150000000000000000e+02,2.206567539651347159e-11,2.117575204729422445e-11
6.200000000000000000e+02,1.543466889378854798e-11,1.472502806992952543e-11
6.250000000000000000e+02,1.076684739232085225e-11,1.020958120200867896e-11
6.300000000000000000e+02,7.490173038534583143e-12,7.058200532213727673e-12
6.350000000000000000e+02,5.196466319951520700e-12,4.865350098193221175e-12
6.400000000000000000e+02,3.595326099572568110e-12,3.344013440960571455e-12
6.450000000000000000e+02,2.480751758222079269e-12,2.291688210765356696e-12
6.500000000000000000e+02,1.707041720729396906e-12,1.565944752711543896e-12
6.550000000000000000e+02,1.171444561156100614e-12,1.066916736171334877e-12
6.600000000000000000e+02,8.017096364026720308e-13,7.247990412363915393e-13
6.650000000000000000e+02,5.471812648170845779e-13,4.909502589975270443e-13
6.700000000000000000e+02,3.724475230401511684e-13,3.315812724801290297e-13
6.750000000000000000e+02,2.528248354901701172e-13,2.232929099320170975e-13
6.800000000000000000e+02,1.711575944497877038e-13,1.499312424137119947e-13
6.850000000000000000e+02,1.155567846179758493e-13,1.003786720750013953e-13
6.900000000000000000e+02,7.780698828586810721e-14,6.700738818159424048e-14
6.950000000000000000e+02,5.224764251070801356e-14,4.460008802259938551e-14
7.000000000000000000e+02,3.498974663164579819e-14,2.959922708694087954e-14
7.050000000000000000e+02,2.336909943651679763e-14,1.958648514043761918e-14
7.100000000000000000e+02,1.556579552038793640e-14,1.292301901254544833e-14
7.150000000000000000e+02,1.034022349139535214e-14,8.501638997335574976e-15
7.200000000000000000e+02,6.850446727350903824e-15,5.576637339825283400e-15
7.250000000000000000e+02,4.526258320638813860e-15,3.647313388717686757e-15
7.300000000000000000e+02,2.982581874962720109e-15,2.378507738973257380e-15
7.350000000000000000e+02,1.960104096664117553e-15,1.546559893311941643e-15
7.400000000000000000e+02,1.284697144627708802e-15,1.002673381864855508e-15
7.450000000000000000e+02,8.397661917307075109e-16,6.481606780455185572e-16
7.500000000000000000e+02,5.474609805958975865e-16,4.177690036036261335e-16
7.550000000000000000e+02,3.559477667883186358e-16,2.684849704996818215e-16
7.600000000000000000e+02,2.308122518552306885e-16,1.720417571113775458e-16
7.650000000000000000e+02,1.492698519156824540e-16,1.099202688315028977e-16
7.700000000000000000e+02,9.627802782397597243e-17,7.002475801825634229e-17
7.750000000000000000e+02,6.193345341692618415e-17,4.447902687517958310e-17
7.800000000000000000e+02,3.973448892230203713e-17,2.817011815957558922e-17
7.850000000000000000e+02,2.542467383250651074e-17,1.778900674879355669e-17
7.900000000000000000e+02,1.622518963614602182e-17,1.120067721521364069e-17
7.950000000000000000e+02,1.032694869623553687e-17,7.031797050696557200e-18
8.000000000000000000e+02,6.555462309426263863e-18,4.401672778038451627e-18
8.050000000000000000e+02,4.150351924556469403e-18,2.747251872251349192e-18
8.100000000000000000e+02,2.620704467229855532e-18,1.709654764464263687e-18
8.150000000000000000e+02,1.650455953188713956e-18,1.060834182053856400e-18
8.200000000000000000e+02,1.036677890167836398e-18,6.563200250207570889e-19
8.250000000000000000e+02,6.494399362331803293e-19,4.048673902329388895e-19
8.300000000000000000e+02,4.057800195153624986e-19,2.490226570859522499e-19
8.350000000000000000e+02,2.528716243438158344e-19,1.527192489188903529e-19
8.400000000000000000e+02,1.571696099281058480e-19,9.338507695298176955e-20
8.450000000000000000e+02,9.743104485924888933e-20,5.693638657824360856e-20
8.500000000000000000e+02,6.024038343138591424e-20,3.461234127564668387e-20
8.550000000000000000e+02,3.714847224731271965e-20,2.097976627696284146e-20
8.600000000000000000e+02,2.284853376552399739e-20,1.267940419016718978e-20
8.650000000000000000e+02,1.401655064819146764e-20,7.640565800804198850e-21
8.700000000000000000e+02,8.576116982235737258e-21,4.590717938026015336e-21
8.750000000000000000e+02,5.233693327247586321e-21,2.750198614174908311e-21
8.800000000000000000e+02,3.185628864318773123e-21,1.642766405914004860e-21
8.850000000000000000e+02,1.933983314586477167e-21,9.783985921772426370e-22
8.900000000000000000e+02,1.171068279765189507e-21,5.810105590958774645e-22
8.950000000000000000e+02,7.072695760220594311e-22,3.440173774494805441e-22
9.000000000000000000e+02,4.260517167319539639e-22,2.030976211556785427e-22
9.050000000000000000e+02,2.559856195377358017e-22,1.195521373309790562e-22
9.100000000000000000e+02,1.534073086682883499e-22,7.016779971589014502e-23
9.150000000000000000e+02,9.169699353618909441e-23,4.106258934280858405e-23
9.200000000000000000e+02,5.466936649065753124e-23,2.395977418631740493e-23
9.250000000000000000e+02,3.250979461352533237e-23,1.393949310551389736e-23
9.300000000000000000e+02,1.928266261126050335e-23,8.086099327412113415e-24
9.350000000000000000e+02,1.140784866136343922e-23,4.676909330532972894e-24
9.400000000000000000e+02,6.731718213194598136e-24,2.697159173639100284e-24
9.450000000000000000e+02,3.962189289128260276e-24,1.550893274629115789e-24
9.500000000000000000e+02,2.326130128712594068e-24,8.891702396172269643e-25
9.550000000000000000e+02,1.362155843833687969e-24,5.082946718134346174e-25
9.600000000000000000e+02,7.956546846429313017e-25,2.897168751869430232e-25
9.650000000000000000e+02,4.636161007665655837e-25,1.646491860829041709e-25
9.700000000000000000e+02,2.695384802190130495e-25,9.329812371464068743e-26
9.750000000000000000e+02,1.564556975639075321e-25,5.271251328495831122e-26
9.800000000000000000e+02,9.084942253463484113e-26,2.969490879608384691e-26
9.850000000000000000e+02,5.308648642575913735e-26,1.667929516555028459e-26
9.900000000000000000e+02,3.176159518103576023e-26,9.341159492375058551e-27
9.950000000000000000e+02,2.037939521055427707e-26,5.216164079667853198e-27
1.000000000000000000e+03,1.544829740165311761e-26,2.904216806316990563e-27
