x, lambda_eff
0.000000000000000000e+00,6.276136798585390864e+01
5.000000000000000000e+00,6.183709058840443618e+01
1.000000000000000000e+01,6.091986817206375804e+01
1.500000000000000000e+01,6.001009292145778318e+01
2.000000000000000000e+01,5.910815556738429422e+01
2.500000000000000000e+01,5.821444490030773977e+01
3.000000000000000000e+01,5.732934726641011025e+01
3.500000000000000000e+01,5.645324604555683834e+01
4.000000000000000000e+01,5.558652111054490064e+01
4.500000000000000000e+01,5.472954826702608955e+01
5.000000000000000000e+01,5.388269867354315323e+01
5.500000000000000000e+01,5.304633824118246821e+01
6.000000000000000000e+01,5.222082701243969893e+01
6.500000000000000000e+01,5.140651851901503022e+01
7.000000000000000000e+01,5.060375911840790053e+01
7.500000000000000000e+01,4.981288730936918796e+01
8.000000000000000000e+01,4.903423302649598980e+01
8.500000000000000000e+01,4.826811691452259367e+01
9.000000000000000000e+01,4.751484958317348628e+01
9.500000000000000000e+01,4.677473084380259394e+01
1.000000000000000000e+02,4.604804892944741823e+01
1.050000000000000000e+02,4.533507970037774015e+01
1.100000000000000000e+02,4.463608583771497962e+01
1.150000000000000000e+02,4.395131602823565231e+01
1.200000000000000000e+02,4.328100414404801199e+01
1.250000000000000000e+02,4.262536842143563831e+01
1.300000000000000000e+02,4.198461064378903274e+01
1.350000000000000000e+02,4.135891533418207189e+01
1.400000000000000000e+02,4.074844896378419179e+01
1.450000000000000000e+02,4.015335918291173556e+01
1.500000000000000000e+02,3.957377408209867298e+01
1.550000000000000000e+02,3.900980149108533368e+01
1.600000000000000000e+02,3.846152832406359323e+01
1.650000000000000000e+02,3.792901997985698870e+01
1.700000000000000000e+02,3.741231980593008899e+01
1.750000000000000000e+02,3.691144863519427588e+01
1.800000000000000000e+02,3.642640440448560213e+01
1.850000000000000000e+02,3.595716186331802788e+01
1.900000000000000000e+02,3.550367238104979606e+01
1.950000000000000000e+02,3.506586385993303878e+01
2.000000000000000000e+02,3.464364076064514819e+01
2.050000000000000000e+02,3.423688424582859113e+01
2.100000000000000000e+02,3.384545244590597690e+01
2.150000000000000000e+02,3.346918085000679355e+01
2.200000000000000000e+02,3.310788282326752352e+01
2.250000000000000000e+02,3.276135025008048984e+01
2.300000000000000000e+02,3.242935430110621553e+01
2.350000000000000000e+02,3.211164632007250219e+01
2.400000000000000000e+02,3.180795882460640556e+01
2.450000000000000000e+02,3.151800661362972633e+01
2.500000000000000000e+02,3.124148797224096441e+01
2.550000000000000000e+02,3.097808596355036670e+01
2.600000000000000000e+02,3.072746979566970893e+01
2.650000000000000000e+02,3.048929625101703778e+01
2.700000000000000000e+02,3.026321116430597158e+01
2.750000000000000000e+02,3.004885093506557325e+01
2.800000000000000000e+02,2.984584406028972836e+01
2.850000000000000000e+02,2.965381267284354294e+01
2.900000000000000000e+02,2.947237407154929301e+01
2.950000000000000000e+02,2.930114222941927693e+01
3.000000000000000000e+02,2.913972926727275237e+01
3.050000000000000000e+02,2.898774688093995877e+01
3.100000000000000000e+02,2.884480771138396449e+01
3.150000000000000000e+02,2.871052664832460266e+01
3.200000000000000000e+02,2.858452205929032885e+01
