x, current_density, J_max, J_min
0.000000000000000000e+00,1.501092096488760376e+11,1.666099664858274841e+11,2.923518477048280640e+11
1.000000000000000000e+00,1.477752453747550354e+11,1.631579459055200195e+11,2.818063176441780396e+11
2.000000000000000000e+00,1.454802496700585327e+11,1.597774483339389343e+11,2.716411792421856384e+11
3.000000000000000000e+00,1.432236060954516907e+11,1.564669918735525513e+11,2.618427112526789551e+11
4.000000000000000000e+00,1.410046844746427917e+11,1.532251253305192261e+11,2.523976873735579834e+11
5.000000000000000000e+00,1.388228420836230164e+11,1.500504275785325317e+11,2.432933583934868469e+11
6.000000000000000000e+00,1.366774248218117065e+11,1.469415069358464050e+11,2.345174349825787964e+11
7.000000000000000000e+00,1.345677683634724731e+11,1.438970005552087097e+11,2.260580711038449097e+11
8.000000000000000000e+00,1.324931992878855133e+11,1.409155738264340515e+11,2.179038480230143738e+11
9.000000000000000000e+00,1.304530361870744934e+11,1.379959197913552856e+11,2.100437588951423340e+11
1.000000000000000000e+01,1.284465907501770935e+11,1.351367585708965149e+11,2.024671939072000122e+11
1.100000000000000000e+01,1.264731688238231354e+11,1.323368368040167542e+11,1.951639259565915527e+11
1.200000000000000000e+01,1.245320714481476440e+11,1.295949270982782593e+11,1.881240968462666321e+11
1.300000000000000000e+01,1.226225958683009033e+11,1.269098274917984772e+11,1.813382039777941589e+11
1.400000000000000000e+01,1.207440365215450287e+11,1.242803609263500977e+11,1.747970875244346008e+11
1.500000000000000000e+01,1.188956860002221985e+11,1.217053747313778381e+11,1.684919180668975525e+11
1.600000000000000000e+01,1.170768359910664673e+11,1.191837401187060547e+11,1.624141846750941467e+11
1.700000000000000000e+01,1.152867781914889221e+11,1.167143516877157288e+11,1.565556834197970276e+11
1.800000000000000000e+01,1.135248052036055145e+11,1.142961269407735291e+11,1.509085062987002258e+11
1.900000000000000000e+01,1.117902114068991394e+11,1.119280058087010040e+11,1.454650305619314880e+11
2.000000000000000000e+01,1.100822938105005798e+11,1.096089501860754700e+11,1.402179084226076660e+11
2.100000000000000000e+01,1.084003528861545105e+11,1.073379434761592560e+11,1.351600571385445557e+11
2.200000000000000000e+01,1.067436933829868011e+11,1.051139901452575378e+11,1.302846494517329407e+11
2.300000000000000000e+01,1.051116251252278442e+11,1.029361152863094788e+11,1.255851043726757355e+11
2.400000000000000000e+01,1.035034637940555573e+11,1.008033641915214691e+11,1.210550782971468201e+11
2.500000000000000000e+01,1.019185316947149353e+11,9.871480193385508728e+10,1.166884564433803711e+11
2.600000000000000000e+01,1.003561585100417786e+11,9.666951295718615723e+10,1.124793445981324005e+11
2.700000000000000000e+01,9.881568204146647644e+10,9.466660067495547485e+10,1.084220611604733582e+11
2.800000000000000000e+01,9.729644893850253296e+10,9.270518707713513184e+10,1.045111294725717010e+11
2.900000000000000000e+01,9.579781541763562012e+10,9.078441234533811951e+10,1.007412704271168060e+11
3.000000000000000000e+01,9.431914797141351318e+10,8.890343447590264893e+10,9.710739534140209961e+10
3.100000000000000000e+01,9.285982406840957642e+10,8.706142891078578186e+10,9.360459908844970703e+10
3.200000000000000000e+01,9.141923284458117676e+10,8.525758817610453796e+10,9.022815347590487671e+10
3.300000000000000000e+01,8.999677578637571716e+10,8.349112152816650391e+10,8.697350086376272583e+10
3.400000000000000000e+01,8.859186740575181580e+10,8.176125460683380127e+10,8.383624801231225586e+10
3.500000000000000000e+01,8.720393590707983398e+10,8.006722909606967163e+10,8.081216015199342346e+10
3.600000000000000000e+01,8.583242384566935730e+10,7.840830239151785278e+10,7.789715526716250610e+10
3.700000000000000000e+01,8.447678877743760681e+10,7.678374727496955872e+10,7.508729858605004883e+10
3.800000000000000000e+01,8.313650389898812866e+10,7.519285159557531738e+10,7.237879726947320557e+10
3.900000000000000000e+01,8.181105867711538696e+10,7.363491795766169739e+10,6.976799529113386536e+10
4.000000000000000000e+01,8.049995946648406982e+10,7.210926341501631165e+10,6.725136850259112549e+10
4.100000000000000000e+01,7.920273011396263123e+10,7.061521917150688171e+10,6.482551987624698639e+10
4.200000000000000000e+01,7.791891254781604004e+10,6.915213028790339661e+10,6.248717491992419434e+10
4.300000000000000000e+01,7.664806734968638611e+10,6.771935539477447510e+10,6.023317725684640503e+10
4.400000000000000000e+01,7.538977430701660156e+10,6.631626641133240509e+10,5.806048436505438995e+10
4.500000000000000000e+01,7.414363294330697632e+10,6.494224827010346222e+10,5.596616347050759888e+10
4.600000000000000000e+01,7.290926302333239746e+10,6.359669864730281830e+10,5.394738758832683563e+10
4.700000000000000000e+01,7.168630503020764160e+10,6.227902769879581451e+10,5.200143170683491516e+10
4.800000000000000000e+01,7.047442061095860291e+10,6.098865780152997589e+10,5.012566910924414825e+10
4.900000000000000000e+01,6.927329298705419922e+10,5.972502330032430267e+10,4.831756782802552795e+10
5.000000000000000000e+01,6.808262732617611694e+10,5.848757025990489960e+10,4.657468722717367554e+10
5.100000000000000000e+01,6.690215107135716248e+10,5.727575622207817078e+10,4.489467470775417328e+10
5.200000000000000000e+01,6.573161422351033020e+10,5.608904996793517303e+10,4.327526253228630066e+10
5.300000000000000000e+01,6.457078957330153656e+10,5.492693128498304749e+10,4.171426476367458344e+10
5.400000000000000000e+01,6.341947287829636383e+10,5.378889073910115051e+10,4.020957431455730438e+10
5.500000000000000000e+01,6.227748298133830261e+10,5.267442945122206879e+10,3.875916010308897400e+10
5.600000000000000000e+01,6.114466186619607544e+10,5.158305887863966370e+10,3.736106431131771851e+10
5.700000000000000000e+01,6.002087464665590668e+10,5.051430060084826660e+10,3.601339974245658112e+10
5.800000000000000000e+01,5.890600948543234253e+10,4.946768610981900787e+10,3.471434727348184967e+10
5.900000000000000000e+01,5.779997743953068542e+10,4.844275660462155151e+10,3.346215339961941528e+10
6.000000000000000000e+01,5.670271222901820374e+10,4.743906279030101013e+10,3.225512786740505981e+10
6.100000000000000000e+01,5.561416992654762268e+10,4.645616468092201233e+10,3.109164139312335968e+10
