x, o_total, cc
0.000000000000000000e+00,5.215314104615735857e-01,5.291205512704773017e-01
4.000000000000000000e+00,5.065546401017417821e-01,5.140109219561967979e-01
8.000000000000000000e+00,4.918441645104428273e-01,4.991671932829107039e-01
1.200000000000000000e+01,4.774006169800759092e-01,4.845900804393603600e-01
1.600000000000000000e+01,4.632244605490526412e-01,4.702801419412226402e-01
2.000000000000000000e+01,4.493159886186444130e-01,4.562377497299231477e-01
2.400000000000000000e+01,4.356753257942416191e-01,4.424631034136525254e-01
2.800000000000000000e+01,4.223024289493353955e-01,4.289562210589674129e-01
3.200000000000000000e+01,4.091970885100996158e-01,4.157170816683631864e-01
3.600000000000000000e+01,3.963589299580318470e-01,4.027452806252951323e-01
4.000000000000000000e+01,3.837874155477099536e-01,3.900404025592769663e-01
4.400000000000000000e+01,3.714818462362927676e-01,3.776018295606037301e-01
4.800000000000000000e+01,3.594413638209978945e-01,3.654287762591117428e-01
5.200000000000000000e+01,3.476649532803816056e-01,3.535203125048674289e-01
5.600000000000000000e+01,3.361514453148514714e-01,3.418753453780383200e-01
6.000000000000000000e+01,3.248995190814528145e-01,3.304926288365498954e-01
6.400000000000000000e+01,3.139077051175850341e-01,3.193707703840925061e-01
6.800000000000000000e+01,3.031743884479378703e-01,3.085082209034707423e-01
7.200000000000000000e+01,2.926978118685602537e-01,2.979033006119377047e-01
7.600000000000000000e+01,2.824760794016344390e-01,2.875541824831491233e-01
8.000000000000000000e+01,2.725071599141730694e-01,2.774589021739299333e-01
8.400000000000000000e+01,2.627888908935319678e-01,2.676153626993906243e-01
8.800000000000000000e+01,2.533189823723112077e-01,2.580213380216019869e-01
9.200000000000000000e+01,2.440950209949152849e-01,2.486744792309005248e-01
9.600000000000000000e+01,2.351144742177510016e-01,2.395723063044015444e-01
1.000000000000000000e+02,2.263746946347742484e-01,2.307121894019149300e-01
1.040000000000000000e+02,2.178729244198381043e-01,2.220915631711855021e-01
1.080000000000000000e+02,2.096062998770625851e-01,2.137074790020101200e-01
1.120000000000000000e+02,2.015718560902268752e-01,2.055570680789200466e-01
1.160000000000000000e+02,1.937665316619910372e-01,1.976373171856656008e-01
1.200000000000000000e+02,1.861871735335789146e-01,1.899451191880661416e-01
1.240000000000000000e+02,1.788305418754056741e-01,1.824772777766158205e-01
1.280000000000000000e+02,1.716933150389991503e-01,1.752305172422836954e-01
1.320000000000000000e+02,1.647720945604690956e-01,1.682014652490679552e-01
1.360000000000000000e+02,1.580634102056923118e-01,1.613866954345870020e-01
1.400000000000000000e+02,1.515637250473352293e-01,1.547826428762565931e-01
1.440000000000000000e+02,1.452694405638035036e-01,1.483859248000883035e-01
1.480000000000000000e+02,1.391769017502157424e-01,1.421927291085366418e-01
1.520000000000000000e+02,1.332824022315196866e-01,1.361994364928227064e-01
1.560000000000000000e+02,1.275821893679297825e-01,1.304023172094588845e-01
1.600000000000000000e+02,1.220724693429455082e-01,1.247975978747988962e-01
