x, lambda_eff
0.000000000000000000e+00,3.506315565369487075e+01
4.000000000000000000e+00,3.506315563447615347e+01
8.000000000000000000e+00,3.506315564072615842e+01
1.200000000000000000e+01,3.506315559350747435e+01
1.600000000000000000e+01,3.506315558893877693e+01
2.000000000000000000e+01,3.506315553163813803e+01
2.400000000000000000e+01,3.506315550265284031e+01
2.800000000000000000e+01,3.506315544192926836e+01
3.200000000000000000e+01,3.506315538845647950e+01
3.600000000000000000e+01,3.506315532014360770e+01
4.000000000000000000e+01,3.506315524777512849e+01
4.400000000000000000e+01,3.506315516693202738e+01
4.800000000000000000e+01,3.506315507905389950e+01
5.200000000000000000e+01,3.506315498381842843e+01
5.600000000000000000e+01,3.506315488124474200e+01
6.000000000000000000e+01,3.506315477135292014e+01
6.400000000000000000e+01,3.506315465413476318e+01
6.800000000000000000e+01,3.506315452959110246e+01
7.200000000000000000e+01,3.506315439772279774e+01
7.600000000000000000e+01,3.506315425852982770e+01
8.000000000000000000e+01,3.506315411201237708e+01
8.400000000000000000e+01,3.506315395817070169e+01
8.800000000000000000e+01,3.506315379700509993e+01
9.200000000000000000e+01,3.506315362851574235e+01
9.600000000000000000e+01,3.506315345270294159e+01
1.000000000000000000e+02,3.506315326956696765e+01
1.040000000000000000e+02,3.506315307910811896e+01
1.080000000000000000e+02,3.506315288132670815e+01
1.120000000000000000e+02,3.506315267622299103e+01
1.160000000000000000e+02,3.506315246379732997e+01
1.200000000000000000e+02,3.506315224405005182e+01
1.240000000000000000e+02,3.506315201698151895e+01
1.280000000000000000e+02,3.506315178259207954e+01
1.320000000000000000e+02,3.506315154088208885e+01
1.360000000000000000e+02,3.506315129185193769e+01
1.400000000000000000e+02,3.506315103550202394e+01
1.440000000000000000e+02,3.506315077183275974e+01
1.480000000000000000e+02,3.506315050084455720e+01
1.520000000000000000e+02,3.506315022253781422e+01
1.560000000000000000e+02,3.506314993691300685e+01
1.600000000000000000e+02,3.506314964397055434e+01
1.640000000000000000e+02,3.506314934371094694e+01
1.680000000000000000e+02,3.506314903613463230e+01
1.720000000000000000e+02,3.506314872124211490e+01
1.760000000000000000e+02,3.506314839903390634e+01
1.800000000000000000e+02,3.506314806951048269e+01
1.840000000000000000e+02,3.506314773267237683e+01
1.880000000000000000e+02,3.506314738852010038e+01
1.920000000000000000e+02,3.506314703705423597e+01
1.960000000000000000e+02,3.506314667827530229e+01
2.000000000000000000e+02,3.506314631218388200e+01
2.040000000000000000e+02,3.506314593878056485e+01
2.080000000000000000e+02,3.506314555806591216e+01
2.120000000000000000e+02,3.506314517004054920e+01
