x, current_density, J_max, J_min
0.000000000000000000e+00,1.644046700940264587e+11,1.760655012408826294e+11,2.923518477048280640e+11
1.000000000000000000e+00,1.615340309452102966e+11,1.722128218939016724e+11,2.818063176441780396e+11
2.000000000000000000e+00,1.587055404995863647e+11,1.684444471838088989e+11,2.716411792421856384e+11
3.000000000000000000e+00,1.559186976409949951e+11,1.647585323498130798e+11,2.618427112526789551e+11
4.000000000000000000e+00,1.531730039891133728e+11,1.611532729983255920e+11,2.523976873735579834e+11
5.000000000000000000e+00,1.504679639994477539e+11,1.576269042196425171e+11,2.432933583934868469e+11
6.000000000000000000e+00,1.478030850631956177e+11,1.541776997239548035e+11,2.345174349825787964e+11
7.000000000000000000e+00,1.451778776022922668e+11,1.508039709962647705e+11,2.260580711038449097e+11
8.000000000000000000e+00,1.425918551648609009e+11,1.475040664697946167e+11,2.179038480230143738e+11
9.000000000000000000e+00,1.400445345155608521e+11,1.442763707174826050e+11,2.100437588951423340e+11
1.000000000000000000e+01,1.375354357247777710e+11,1.411193036611708069e+11,2.024671939072000122e+11
1.100000000000000000e+01,1.350640822544997559e+11,1.380313197980976562e+11,1.951639259565915527e+11
1.200000000000000000e+01,1.326300010425640564e+11,1.350109074443164062e+11,1.881240968462666321e+11
1.300000000000000000e+01,1.302327225836822205e+11,1.320565879946688843e+11,1.813382039777941589e+11
1.400000000000000000e+01,1.278717810050241089e+11,1.291669151989531708e+11,1.747970875244346008e+11
1.500000000000000000e+01,1.255467141425046844e+11,1.263404744539294891e+11,1.684919180668975525e+11
1.600000000000000000e+01,1.232570636120451355e+11,1.235758821108191376e+11,1.624141846750941467e+11
1.700000000000000000e+01,1.210023748785466766e+11,1.208717847979563446e+11,1.565556834197970276e+11
1.800000000000000000e+01,1.187821973209519501e+11,1.182268587582622070e+11,1.509085062987002258e+11
1.900000000000000000e+01,1.165960842940767365e+11,1.156398092012157288e+11,1.454650305619314880e+11
2.000000000000000000e+01,1.144435931880513916e+11,1.131093696690054779e+11,1.402179084226076660e+11
2.100000000000000000e+01,1.123242854838731995e+11,1.106343014165508881e+11,1.351600571385445557e+11
2.200000000000000000e+01,1.102377268069941864e+11,1.082133928050901184e+11,1.302846494517329407e+11
2.300000000000000000e+01,1.081834869748380280e+11,1.058454587090373230e+11,1.255851043726757355e+11
2.400000000000000000e+01,1.061611400437645569e+11,1.035293399358193970e+11,1.210550782971468201e+11
2.500000000000000000e+01,1.041702643501241455e+11,1.012639026584075165e+11,1.166884564433803711e+11
2.600000000000000000e+01,1.022104425527264252e+11,9.904803786026643372e+10,1.124793445981324005e+11
2.700000000000000000e+01,1.002812616652121429e+11,9.688066079244918823e+10,1.084220611604733582e+11
2.800000000000000000e+01,9.838231309097955322e+10,9.476071044257185364e+10,1.045111294725717010e+11
2.900000000000000000e+01,9.651319265095233154e+10,9.268714901540814209e+10,1.007412704271168060e+11
3.000000000000000000e+01,9.467350060902714539e+10,9.065896142484970093e+10,9.710739534140209961e+10
3.100000000000000000e+01,9.286284169810398865e+10,8.867515479698341370e+10,9.360459908844970703e+10
3.200000000000000000e+01,9.108082513610183716e+10,8.673475798404237366e+10,9.022815347590487671e+10
3.300000000000000000e+01,8.932706464290145874e+10,8.483682108899255371e+10,8.697350086376272583e+10
3.400000000000000000e+01,8.760117845434127808e+10,8.298041500052262878e+10,8.383624801231225586e+10
