x, current_density, J_max, J_min
0.000000000000000000e+00,4.292441567853846741e+10,9.582094800463728333e+10,2.923518477048280640e+11
4.000000000000000000e+00,5.399354863505084229e+10,9.131512743541027832e+10,2.523976873735579834e+11
8.000000000000000000e+00,8.463228667311209106e+10,8.702118557772645569e+10,2.179038480230143738e+11
1.200000000000000000e+01,1.374013054335756531e+11,8.292915918788461304e+10,1.881240968462666321e+11
1.600000000000000000e+01,1.856661665011306152e+11,7.902955352713298035e+10,1.624141846750941467e+11
2.000000000000000000e+01,1.955700757898031006e+11,7.531332033100401306e+10,1.402179084226076660e+11
2.400000000000000000e+01,1.791037720939729004e+11,7.177183681460426331e+10,1.210550782971468201e+11
2.800000000000000000e+01,1.546781630478562317e+11,6.839688566514582062e+10,1.045111294725717010e+11
3.200000000000000000e+01,1.335391274639807434e+11,6.518063597529547882e+10,9.022815347590487671e+10
3.600000000000000000e+01,1.152890505838500061e+11,6.211562507310141754e+10,7.789715526716250610e+10
4.000000000000000000e+01,9.953311390409252930e+10,5.919474120633746338e+10,6.725136850259112549e+10
4.400000000000000000e+01,8.593045665025915527e+10,5.641120704108711243e+10,5.806048436505438995e+10
4.800000000000000000e+01,7.418680166318453979e+10,5.375856393627925873e+10,5.012566910924414825e+10
5.200000000000000000e+01,6.404808906593981934e+10,5.123065695768759155e+10,4.327526253228630066e+10
5.600000000000000000e+01,5.529497998340411377e+10,4.882162059662185669e+10,3.736106431131771851e+10
6.000000000000000000e+01,4.773811140902611542e+10,4.652586516017376709e+10,3.225512786740505981e+10
6.400000000000000000e+01,4.121399956351501465e+10,4.433806380143906403e+10,2.784699239490045547e+10
6.800000000000000000e+01,3.558150311954429626e+10,4.225314015962167358e+10,2.404129317451157379e+10
7.200000000000000000e+01,3.071876977858063889e+10,4.026625658134146881e+10,2.075569847207849503e+10
7.600000000000000000e+01,2.652060014269359589e+10,3.837280289581542969e+10,1.791912839033850098e+10
8.000000000000000000e+01,2.289617185187738419e+10,3.656838571786711884e+10,1.547021714067522812e+10
8.400000000000000000e+01,1.976707475132791519e+10,3.484881825394452667e+10,1.335598546794722366e+10
8.800000000000000000e+01,1.706561458187810326e+10,3.321011058749274826e+10,1.153069450790085030e+10
9.200000000000000000e+01,1.473334849597034645e+10,3.164846042114095688e+10,9.954856281748403549e+09
9.600000000000000000e+01,1.271982071681256294e+10,3.016024425422261047e+10,8.594379421149587631e+09
1.000000000000000000e+02,1.098147098822142029e+10,2.874200897515806198e+10,7.419831642381752968e+09
1.040000000000000000e+02,9.480692200775598526e+09,2.739046384919138336e+10,6.405803014212914467e+09
