x, current_density, J_max, J_min
0.000000000000000000e+00,1.479901978099298706e+11,1.676332277168852844e+11,2.923518477048280640e+11
5.000000000000000000e+00,1.352423410152490387e+11,1.508749519799364624e+11,2.432933583934868469e+11
1.000000000000000000e+01,1.247467819829524231e+11,1.357919992651626587e+11,2.024671939072000122e+11
1.500000000000000000e+01,1.160429111451660767e+11,1.222168877103075104e+11,1.684919180668975525e+11
2.000000000000000000e+01,1.087162233165690460e+11,1.099988785968628693e+11,1.402179084226076660e+11
2.500000000000000000e+01,1.023885854108234253e+11,9.900230253978974915e+10,1.166884564433803711e+11
3.000000000000000000e+01,9.671122158457814026e+10,8.910505300787304688e+10,9.710739534140209961e+10
3.500000000000000000e+01,9.136394659855900574e+10,8.019723044668421936e+10,8.081216015199342346e+10
4.000000000000000000e+01,8.606344637826704407e+10,7.217992194842524719e+10,6.725136850259112549e+10
4.500000000000000000e+01,8.058122636484562683e+10,6.496410291804746246e+10,5.596616347050759888e+10
5.000000000000000000e+01,7.476772675111430359e+10,5.846964853968974304e+10,4.657468722717367554e+10
5.500000000000000000e+01,6.857395418333356476e+10,5.262444406671097565e+10,3.875916010308897400e+10
6.000000000000000000e+01,6.205895808858359528e+10,4.736358405593189240e+10,3.225512786740505981e+10
6.500000000000000000e+01,5.537446658845415497e+10,4.262865165434389496e+10,2.684251338201044464e+10
7.000000000000000000e+01,4.872757001664448547e+10,3.836706993544773865e+10,2.233816984466276932e+10
7.500000000000000000e+01,4.233318466540574646e+10,3.453151808242886353e+10,1.858968364502785873e+10
8.000000000000000000e+01,3.637248478531844330e+10,3.107940593543780899e+10,1.547021714067522812e+10
8.500000000000000000e+01,3.096876191201782227e+10,2.797240106832238007e+10,1.287421684788347435e+10
9.000000000000000000e+01,2.618272559038603592e+10,2.517600314344814301e+10,1.071384182517637253e+10
9.500000000000000000e+01,2.202191543926745224e+10,2.265916081822161102e+10,8.915991396693733215e+09
1.000000000000000000e+02,1.837126760544074249e+10,2.039392694942713928e+10,7.419831642381752968e+09
1.050000000000000000e+02,1.528845270114669800e+10,1.835514826674914551e+10,6.174736958775531769e+09
1.100000000000000000e+02,1.272295363695489120e+10,1.652018606959891510e+10,5.138577038902958870e+09
