x, lambda_eff
0.000000000000000000e+00,1.600152685022762284e+02
1.000000000000000000e+00,2.721976008744079323e+01
2.000000000000000000e+00,2.721976008744079323e+01
3.000000000000000000e+00,2.721976008744079323e+01
4.000000000000000000e+00,3.021939967560502538e+01
5.000000000000000000e+00,4.430070592186390854e+01
6.000000000000000000e+00,4.816003653433720899e+01
7.000000000000000000e+00,4.825691600721155083e+01
8.000000000000000000e+00,4.679670179367337823e+01
9.000000000000000000e+00,4.484827213079065444e+01
1.000000000000000000e+01,4.296947079585237361e+01
1.100000000000000000e+01,4.142972946741029006e+01
1.200000000000000000e+01,4.031965793776668505e+01
1.300000000000000000e+01,3.962156177248173350e+01
1.400000000000000000e+01,3.926165129749436744e+01
1.500000000000000000e+01,3.914763822380225378e+01
1.600000000000000000e+01,3.919213897404163305e+01
1.700000000000000000e+01,3.932401635695535447e+01
1.800000000000000000e+01,3.949139492187372724e+01
1.900000000000000000e+01,3.966007335148824353e+01
2.000000000000000000e+01,3.981004457407587438e+01
2.100000000000000000e+01,3.993170157412672694e+01
2.200000000000000000e+01,4.002247330642055800e+01
2.300000000000000000e+01,4.008414423792569181e+01
2.400000000000000000e+01,4.012086657227560949e+01
2.500000000000000000e+01,4.013777315466394668e+01
2.600000000000000000e+01,4.014007057864231598e+01
2.700000000000000000e+01,4.013249589887140445e+01
2.800000000000000000e+01,4.011903634687487852e+01
2.900000000000000000e+01,4.010283031474131832e+01
3.000000000000000000e+01,4.008618582887880422e+01
3.100000000000000000e+01,4.007066846076602928e+01
3.200000000000000000e+01,4.005722380909106306e+01
3.300000000000000000e+01,4.004631041282965498e+01
3.400000000000000000e+01,4.003802742422067951e+01
3.500000000000000000e+01,4.003222783817327723e+01
3.600000000000000000e+01,4.002861281580128860e+01
3.700000000000000000e+01,4.002680593922307395e+01
3.800000000000000000e+01,4.002640837426375242e+01
3.900000000000000000e+01,4.002703716273715173e+01
4.000000000000000000e+01,4.002834945414113577e+01
4.100000000000000000e+01,4.003005561959377445e+01
4.200000000000000000e+01,4.003192403146540812e+01
4.300000000000000000e+01,4.003377996511151338e+01
4.400000000000000000e+01,4.003550067499885046e+01
4.500000000000000000e+01,4.003700827821592156e+01
4.600000000000000000e+01,4.003826168308894040e+01
4.700000000000000000e+01,4.003924845148511480e+01
4.800000000000000000e+01,4.003997719037342762e+01
4.900000000000000000e+01,4.004047083308766730e+01
5.000000000000000000e+01,4.004076099019592050e+01
5.100000000000000000e+01,4.004088341771894477e+01
5.200000000000000000e+01,4.004087455919096072e+01
5.300000000000000000e+01,4.004076905997434466e+01
5.400000000000000000e+01,4.004059812003971786e+01
5.500000000000000000e+01,4.004038853853910496e+01
5.600000000000000000e+01,4.004016230437212442e+01
5.700000000000000000e+01,4.003993659696637764e+01
5.800000000000000000e+01,4.003972407703513881e+01
5.900000000000000000e+01,4.003953336534016216e+01
6.000000000000000000e+01,4.003936962646669429e+01
6.100000000000000000e+01,4.003923519287074129e+01
