x, lambda_eff
0.000000000000000000e+00,4.631954193344954263e+01
1.000000000000000000e+00,4.621655960455145618e+01
2.000000000000000000e+00,4.610620099047330456e+01
3.000000000000000000e+00,4.598845086812988825e+01
4.000000000000000000e+00,4.586330902131927445e+01
5.000000000000000000e+00,4.573079021875460626e+01
6.000000000000000000e+00,4.559092415806078691e+01
7.000000000000000000e+00,4.544375537620737049e+01
8.000000000000000000e+00,4.528934312689228392e+01
9.000000000000000000e+00,4.512776122543074564e+01
1.000000000000000000e+01,4.495909786174149758e+01
1.100000000000000000e+01,4.478345538205787335e+01
1.200000000000000000e+01,4.460095004002448604e+01
1.300000000000000000e+01,4.441171171787195959e+01
1.400000000000000000e+01,4.421588361839123138e+01
1.500000000000000000e+01,4.401362192845738974e+01
1.600000000000000000e+01,4.380509545487972645e+01
1.700000000000000000e+01,4.359048523337951053e+01
1.800000000000000000e+01,4.336998411152247712e+01
1.900000000000000000e+01,4.314379630645559871e+01
2.000000000000000000e+01,4.291213693832212073e+01
2.100000000000000000e+01,4.267523154025108312e+01
2.200000000000000000e+01,4.243331554584159448e+01
2.300000000000000000e+01,4.218663375508517532e+01
2.400000000000000000e+01,4.193543977969487457e+01
2.500000000000000000e+01,4.167999546883527273e+01
2.600000000000000000e+01,4.142057031627524566e+01
2.700000000000000000e+01,4.115744085001526287e+01
2.800000000000000000e+01,4.089089000547287611e+01
2.900000000000000000e+01,4.062120648334592943e+01
3.000000000000000000e+01,4.034868409331087236e+01
3.100000000000000000e+01,4.007362108475705753e+01
3.200000000000000000e+01,3.979631946580404644e+01
3.300000000000000000e+01,3.951708431190061077e+01
3.400000000000000000e+01,3.923622306536050530e+01
3.500000000000000000e+01,3.895404482725115258e+01
3.600000000000000000e+01,3.867085964311839774e+01
3.700000000000000000e+01,3.838697778410183048e+01
3.800000000000000000e+01,3.810270902507231483e+01
3.900000000000000000e+01,3.781836192150444020e+01
4.000000000000000000e+01,3.753424308688293110e+01
4.100000000000000000e+01,3.725065647253061485e+01
4.200000000000000000e+01,3.696790265183783220e+01
4.300000000000000000e+01,3.668627811096624924e+01
4.400000000000000000e+01,3.640607454819328126e+01
4.500000000000000000e+01,3.612757818415504829e+01
4.600000000000000000e+01,3.585106908533392556e+01
4.700000000000000000e+01,3.557682050321908918e+01
4.800000000000000000e+01,3.530509823164319272e+01
4.900000000000000000e+01,3.503615998486195338e+01
5.000000000000000000e+01,3.477025479899426585e+01
5.100000000000000000e+01,3.450762245947514373e+01
5.200000000000000000e+01,3.424849295718942699e+01
5.300000000000000000e+01,3.399308597594846049e+01
5.400000000000000000e+01,3.374161041394155092e+01
5.500000000000000000e+01,3.349426394173701027e+01
5.600000000000000000e+01,3.325123259932129116e+01
5.700000000000000000e+01,3.301269043454765040e+01
5.800000000000000000e+01,3.277879918521606584e+01
5.900000000000000000e+01,3.254970800682408338e+01
6.000000000000000000e+01,3.232555324781179706e+01
6.100000000000000000e+01,3.210645827387612172e+01
6.200000000000000000e+01,3.189253334264894590e+01
6.300000000000000000e+01,3.168387552972472321e+01
6.400000000000000000e+01,3.148056870668662555e+01
6.500000000000000000e+01,3.128268357142170331e+01
6.600000000000000000e+01,3.109027773063789013e+01
6.700000000000000000e+01,3.090339583410445456e+01
6.800000000000000000e+01,3.072206975973882592e+01
6.900000000000000000e+01,3.054631884826120825e+01
7.000000000000000000e+01,3.037615018574195247e+01
7.100000000000000000e+01,3.021155893198052667e+01
7.200000000000000000e+01,3.005252869228600332e+01
7.300000000000000000e+01,2.989903192988336755e+01
